DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",115,482,161,1017,6930,777,..,..,..,6,85,..,104,73,65,-,-,1,-,6,-,1,2,14,2,2,3,-,-,5,..,..,..,2,314,14,7
8,Measles,1717,1779,2085,8303,6572,8281,10,49,10,13,20,-,102,87,70,-,-,1,446,386,235,985,954,594,62,49,145,5,19,23,57,105,56,37,110,223,8
9,"Meningitis, meningococcal",3,3,9,36,42,31,-,-,-,..,..,..,-,-,-,2,-,1,-,-,-,-,-,3,1,-,-,-,2,-,..,..,..,-,1,1,9
10,Mumps,1084,1007,917,4537,3597,5201,-,-,3,15,14,5,11,1,29,-,-,2,283,136,164,520,639,462,33,41,37,..,4,64,..,..,25,222,172,184,10
11,"Poliomyelitis, epidemic: 4",7,-,3,14,21,21,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,1,1,-,1,-,-,-,2,-,-,2,-,2,11
12,(a) With paralysis,5,-,3,8,16,16,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,1,1,-,1,-,-,-,1,-,-,1,-,-,12
13,(b) Without paralysis,2,-,2,3,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,13
14,Rubella,1242,1365,266,5164,1069,1083,-,5,-,..,..,..,36,46,10,..,..,..,832,851,20,229,300,139,2,1,1,1,1,5,33,27,27,109,134,49,14
15,"Scarlet fever, etc. 5 **",342,329,441,1474,1081,1785,1,6,3,11,4,7,35,10,2,1,1,1,62,88,84,169,146,66,7,9,20,2,-,26,29,33,93,25,32,80,15
16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",171,190,202,846,774,986,3,4,5,1,1,1,3,3,3,24,2,6,55,101,73,22,15,28,8,9,11,8,14,12,20,18,20,27,23,28,17
18,(a) Pulmonary,138,165,147,713,613,760,3,4,4,-,1,1,3,3,3,24,2,6,54,96,70,(6),(6),(6),8,9,11,7,12,8,15,15,20,24,23,25,18
19,(b) Non-pulmonary,10,10,10,36,48,46,-,-,-,1,-,-,-,-,-,-,-,-,1,5,3,(6),(6),(6),-,-,-,-,2,1,5,3,1,3,-,3,19
20,Typhoid and paratyphoid,12,5,8,44,19,42,1,-,-,-,-,-,-,-,-,-,-,1,1,2,3,1,2,1,-,-,-,-,-,-,-,1,-,9,-,-,20
21,Undulant fever,6,4,2,18,7,9,-,-,-,-,-,-,-,-,-,..,..,..,4,2,1,1,1,-,1,-,-,-,-,-,..,1,..,-,-,-,21
22,Venereal diseases:,379,379,314,1707,1846,1846,9,20,9,2,-,-,17,5,14,2,4,7,74,105,88,58,48,60,29,30,22,22,23,20,77,66,46,89,78,40,22
23,"(a) Syphilis, primary",2,4,4,17,14,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,1,-,1,-,1,1,-,-,1,-,-,1,-,23
24,(b) '' secondary,-,2,4,9,4,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,2,-,-,-,1,-,-,-,24
25,(c) '' other,40,49,58,155,244,250,4,1,1,-,-,-,3,1,4,1,1,3,18,28,16,8,9,10,-,2,3,4,4,3,-,3,1,2,-,3,25
26,(d) Gonorrhoea,337,324,254,1526,1583,1562,5,19,6,2,-,-,14,4,7,1,3,3,56,77,67,49,39,42,29,27,21,17,16,18,77,62,45,87,77,37,26
27,(e) Other venereal diseases 8,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,227,219,199,897,1959,1021,1,27,-,14,16,-,3,1,6,2,-,2,77,88,54,58,52,51,14,2,8,4,11,4,13,5,11,41,17,30,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,41 (47),Measles,10511 (8145),"Meningitis, other",26 (34),"Poliomyelitis, with paralysis",XX (XX),Smallpox,- (-),Undulant fever,17 (19),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",20 (27),Meningococcal infections,73 (67),"Poliomyelitis, acute",86 (82),"Poliomyelitis, without paralysis",XX (XX),Typhoid fever,32 (3)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For the current week 10511 cases of measles  were reported as compared with 16482 for the corresponding week of 1955 and a 5-year median of 13529. Cases for the current week shows an increase of 22.5 per cent over the previous week's total.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIDEMIC REPORTS: Rubella - Nfld. Reports epidemic at Lourdes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
