DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",161,142,368,6402,34346,7500,..,..,..,59,32,..,79,96,67,2,-,2,-,-,-,2,2,2,6,6,10,-,-,-,..,..,..,13,6,21,7
8,Measles,1348,1318,1496,27589,29350,32019,3,8,2,24,20,3,16,30,27,-,-,3,379,518,374,733,554,553,18,22,40,..,..,12,24,22,241,151,144,212,8
9,"Meningitis, meningococcal",6,3,5,117,112,120,2,2,-,..,..,..,-,-,-,1,-,1,-,-,-,1,1,1,-,-,-,-,-,1,..,..,..,2,-,-,9
10,Mumps,791,784,793,16099,14806,21586,-,1,1,7,7,2,9,14,23,-,-,1,173,217,192,372,388,372,39,25,19,..,..,35,..,..,27,191,132,119,10
11,"Poliomyelitis, epidemic: 4",2,2,2,51,78,78,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,11
12,(a) With paralysis,1,1,1,31,48,43,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,12
13,(b) Without paralysis,1,1,-,15,25,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,13
14,Rubella,2086,2120,393,32839,11268,5676,1,2,-,..,..,..,10,15,8,..,..,..,828,786,33,488,805,175,6,4,1,1,..,19,16,8,36,736,500,47,14
15,"Scarlet fever, etc. 5 **",271,307,365,6165,4356,6921,-,-,5,14,7,7,32,52,15,1,-,12,45,72,86,147,146,49,7,4,15,9,1,20,2,6,46,14,19,50,15
16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",114,143,215,3021,3151,3673,5,6,7,1,1,-,1,2,2,9,18,15,32,23,79,19,22,30,14,17,16,3,9,12,7,23,18,23,22,30,17
18,(a) Pulmonary,88,111,181,2457,2556,2923,5,6,7,-,1,-,1,1,2,9,16,15,31,22,77,(6),(6),(6),13,17,16,1,8,8,7,20,17,21,20,27,18
19,(b) Non-pulmonary,7,10,10,177,203,162,-,-,-,1,-,-,-,1,-,-,2,-,1,1,1,(6),(6),(6),1,-,-,2,1,3,..,3,2,2,2,3,19
20,Typhoid and paratyphoid,10,5,8,117,89,157,-,1,-,-,-,-,-,-,-,-,-,-,8,1,4,1,2,1,-,-,-,-,-,-,-,-,-,1,1,1,20
21,Undulant fever,5,2,2,52,30,41,-,-,-,-,-,-,-,-,-,..,..,..,3,2,1,1,-,-,1,-,-,-,-,-,..,..,..,-,-,-,21
22,Venereal diseases:,289,302,356,5652,5935,6178,9,8,9,-,-,1,6,3,6,3,8,6,63,80,91,24,46,63,33,27,25,22,13,22,46,54,57,83,63,76,22
23,"(a) Syphilis, primary",1,1,5,42,43,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,1,-,-,-,-,1,-,1,-,-,1,23
24,(b) '' secondary,-,4,2,19,13,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,3,-,-,-,-,24
25,(c) '' other,29,52,57,673,861,1054,-,-,1,-,-,-,3,-,1,1,3,2,13,27,30,3,9,15,1,2,3,1,1,1,-,3,4,7,7,6,25
26,(d) Gonorrhoea,259,245,274,4918,5007,4957,9,8,8,-,-,1,3,3,5,2,5,4,50,53,62,21,37,45,32,23,22,21,12,20,45,48,51,76,56,65,26
27,(e) Other venereal diseases 8,-,-,-,-,11,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,197,195,164,3249,5283,3168,2,5,1,25,14,2,5,33,4,3,-,1,70,72,54,19,32,41,13,3,3,10,2,2,14,10,19,36,24,25,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,27 (28),Measles,32968 (32607),"Meningitis, other",26 (20),"Poliomyelitis, with paralysis",XX (42),Smallpox,- (-),Undulant fever,22 (22),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",53 (35),Meningococcal infections,47 (70),"Poliomyelitis, acute",91 (74),"Poliomyelitis, without paralysis",XX (18),Typhoid fever,31 (48),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The number of poliomyelitis cases reported for the current week, disease year, and calendar year are shown in the table below. The 1956 figures do not include those for 2 states for the current week since their reports are delayed. For the current week, 22 of the 51 paralytic, 8 of the 30 nonparalytic, and 5 of the 10 unspecified cases were reported from the East South Central and West South Central states. The total (35) for these states is the same as the total for the same week last year. California's total (27) for the current week also is the same as the number reported last year.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Current week,,Disease year*,,Calendar year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1956,1955,1956,1955,1956,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,91,149,394,536,1462,1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paralytic,51,74,219,239,803,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonparalytic,30,45,114,147,399,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unspecified,10,30,61,150,260,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Beginning approximately April 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
