DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",372,126,672,5466,27575,3955,..,..,..,86,62,..,36,46,83,-,-,1,-,-,-,3,11,12,-,4,6,-,-,-,..,..,..,247,3,7,7
8,Measles,1388,1329,1607,21346,21672,23810,2,7,5,15,8,5,40,35,40,-,-,3,634,441,244,531,614,621,33,52,59,..,3,13,4,14,78,129,155,144,8
9,"Meningitis, meningococcal",10,3,7,87,94,86,1,2,-,1,..,..,-,-,-,-,-,1,-,-,1,3,-,1,-,-,1,-,-,1,..,..,..,5,1,2,9
10,Mumps,715,926,1048,11905,11133,15629,-,-,1,14,-,3,3,-,27,-,-,1,104,301,208,404,360,413,51,46,42,1,..,51,..,..,24,138,219,150,10
11,"Poliomyelitis, epidemic: 4",4,2,2,39,51,51,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,2,1,-,-,-,-,11
12,(a) With paralysis,2,1,1,23,36,36,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,12
13,(b) Without paralysis,2,1,-,11,12,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1,-,-,-,-,13
14,Rubella,1836,2509,408,20424,7380,3849,22,5,-,..,..,..,19,25,8,..,..,..,790,1373,36,298,356,200,22,7,-,..,..,6,8,6,29,677,737,26,14
15,"Scarlet fever, etc. 5 **",319,352,324,4395,3304,5272,1,2,1,14,16,3,27,24,31,-,1,9,51,115,70,180,151,67,2,-,15,1,1,9,12,17,49,31,25,50,15
16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",127,170,178,2162,2240,2562,7,11,3,1,1,-,-,-,4,9,6,14,61,68,69,15,22,20,10,10,11,2,14,7,8,8,18,14,30,29,17
18,(a) Pulmonary,107,138,144,1774,1785,2075,7,11,2,1,1,-,-,-,4,9,6,14,57,66,66,(6),(6),(6),9,10,11,2,13,5,8,7,15,14,24,21,18
19,(b) Non-pulmonary,5,10,12,122,153,127,-,-,1,-,-,-,-,-,-,-,-,-,4,2,1,(6),(6),(6),1,-,-,-,1,1,..,1,1,-,6,4,19
20,Typhoid and paratyphoid,4,6,7,83,50,126,-,-,-,-,-,-,-,-,-,-,-,-,2,2,5,-,1,1,-,-,-,-,3,-,-,-,-,2,-,1,20
21,Undulant fever,-,2,3,36,20,28,-,-,-,-,-,-,-,-,-,..,..,..,..,2,1,-,-,-,-,-,-,-,-,-,..,..,..,-,-,-,21
22,Venereal diseases:,270,284,350,4109,4393,4584,5,4,9,-,-,-,8,10,12,4,1,6,79,46,90,46,49,62,29,30,27,18,20,25,35,49,49,46,63,60,22
23,"(a) Syphilis, primary",3,2,4,34,29,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,1,1,-,-,-,-,2,-,-,-,-,-,23
24,(b) '' secondary,-,-,2,13,8,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24
25,(c) '' other,40,26,46,452,637,762,-,-,3,-,-,-,2,2,3,1,-,1,20,8,18,6,8,14,2,5,1,1,1,3,2,1,1,6,1,8,25
26,(d) Gonorrhoea,227,256,264,3610,3711,3597,5,4,5,-,-,-,6,8,9,3,1,4,59,38,60,40,41,48,26,24,25,17,19,17,31,45,45,40,62,49,26
27,(e) Other venereal diseases 8,-,-,-,-,8,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,221,179,161,2270,4276,2359,34,2,1,11,17,-,5,2,13,2,-,-,106,112,36,22,11,35,2,7,7,2,2,2,4,7,7,33,11,31,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,16 (51),Measles,24724 (24444),"Meningitis, other",29 (28),"Poliomyelitis, with paralysis",XX (34),Smallpox,- (-),Undulant fever,19 (22),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",35 (22),Meningococcal infections,67 (71),"Poliomyelitis, acute",90 (58),"Poliomyelitis, without paralysis",XX (15),Typhoid fever,21 (29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The cumulative total number of poliomyelitis cases reported in the first quarter of 1956 is almost the same as that reported in the same period of 1955. However, the number of paralytic cases is about 26 per cent greater for this period of 1956 as compared with that for last year. The number of nonparalytic cases is essentially the same for the two periods, but the number of unspecified is less for 1956 than for 1955. The numbers and percentages of cases by type for the current year to date and corresponding period for 1955 are shown as follows:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Number,Per cent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,1072,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paralytic,584,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonparalytic,286,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unspecified,202,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIDEMIC REPORTS - Infectious Hepatitis: - Nfld. reports epidemic at Burgeo. Chickenpox: -Nfld. reports epidemic at Parson's Harbour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
