DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",116,106,87,11086,38438,10110,..,..,..,57,22,-,55,82,69,..,..,1,-,-,-,1,1,4,3,1,-,-,-,-,..,..,..,-,-,-,7
8,Measles,884,1074,1855,53427,56922,56922,-,-,11,..,..,1,30,47,108,..,..,10,191,322,197,501,256,453,43,40,41,..,..,29,119,107,90,254,302,272,8
9,"Meningitis, meningococcal",4,2,4,283,310,298,1,1,-,1,-,-,-,-,-,-,-,-,1,-,-,1,-,2,-,1,-,-,-,-,..,..,..,1,-,-,9
10,Mumps,310,710,1134,27734,27193,35189,-,-,2,7,4,3,3,22,12,..,..,..,78,132,108,204,222,227,18,22,27,..,..,33,..,..,80,237,308,71,10
11,"Poliomyelitis, epidemic: 4",3,2,5,615,1021,2568,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,4,-,1,-,11
12,(a) With paralysis,2,1,4,361,551,1163,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,12
13,(b) Without paralysis,1,1,1,206,376,1295,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,13
14,Rubella,79,249,159,52080,20409,10116,-,-,-,..,..,..,1,-,9,..,..,..,28,48,7,35,18,117,-,4,-,..,..,2,15,90,27,89,89,20,14
15,"Scarlet fever, etc. 5 **",145,129,444,11621,9360,14054,6,1,3,8,6,10,16,12,28,1,-,3,29,46,69,68,35,63,1,1,12,4,7,12,12,14,98,7,7,54,15
16,Smallpox,-,-,-,-,-,-,-,-,-,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",106,171,170,9205,10170,10474,1,10,11,-,1,1,4,1,1,5,9,14,64,79,42,16,4,33,9,16,11,7,5,5,-,20,15,8,26,26,17
18,(a) Pulmonary,86,159,133,7588,8073,8547,1,10,10,-,-,-,4,1,1,5,9,14,62,78,40,(6),(6),(6),8,16,10,6,4,1,-,20,15,8,21,22,18
19,(b) Non-pulmonary,4,8,9,508,580,567,-,-,-,-,1,-,-,-,-,-,-,-,2,1,2,(6),(6),(6),1,-,-,1,1,1,-,-,-,-,5,4,19
20,Typhoid and paratyphoid,1,5,4,451,380,469,-,-,-,-,-,-,-,-,-,-,-,-,-,4,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,20
21,Undulant fever,4,2,1,143,122,133,-,-,-,-,-,-,-,-,-,-,-,-,4,..,..,-,1,-,-,-,-,-,-,-,..,..,..,-,1,-,21
22,Venereal diseases:,148,311,250,16737,16647,18207,6,2,5,-,4,1,2,2,4,1,1,7,28,66,70,37,47,45,15,28,21,19,28,22,40,43,39,26,90,30,22
23,"(a) Syphilis, primary",2,1,3,115,128,201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-,-,1,-,-,-,1,-,-,-,23
24,(b) '' secondary,-,1,-,54,49,109,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,24
25,(c) '' other,21,25,38,1924,2218,2588,-,-,3,-,-,-,-,-,-,1,1,1,8,12,-,5,4,9,-,3,-,2,1,1,5,-,1,-,4,4,25
26,(d) Gonorrhoea,125,283,213,14632,14230,14416,6,2,3,-,4,1,2,2,4,-,-,5,20,54,21,32,43,40,13,25,21,17,25,20,35,42,38,26,86,28,26
27,(e) Other venereal diseases 8,-,1,-,12,22,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,27
28,Whooping cough,64,112,190,8727,13682,9387,-,-,-,1,3,-,-,-,5,-,2,1,39,76,51,13,13,48,5,2,7,3,2,3,3,2,10,-,12,17,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,33 (24),Measles,4510 (3927),"Meningitis, other",26 (23),"Poliomyelitis, with paralysis",58 (33) ,Smallpox,- (-),Undulant fever,16 (19),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",22 (16),Meningococcal infections,43 (43),"Poliomyelitis, acute",102 (66),"Poliomyelitis, without paralysis",30 (16),Typhoid fever,12 (15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"After a temporary rise in incidence of diphtheria which began in the latter half of 1955 and extended into the first haf of 1956, the number of reported cases began to decline. The 1956 total is slightly more than 20 per cent below the total for 1955, and the total for the last half of 1956 is about 40 per cent under that for the same period of the previous year. However, several states reported more cases in 1956 than in 1955, and some localized outbreaks continued to occur.
The number of reported cases of infectious encephalitis in 1956 was about 50 per cent in excess of that for 1955.
There was an increase in incidence of typhoid fever in 1956. Thirty states reported more cases than in 1955.

EPIDEMIC REPORTS: Measles - Nfld. reports epidemic at Ferryland.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
