DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",145,184,106,6903,35081,8250,..,..,..,94,63,..,28,114,69,-,-,2,-,-,-,-,1,4,7,5,1,15,-,-,..,..,..,1,1,3,7
8,Measles,1458,1378,1574,30428,32460,35245,3,25,5,24,14,3,27,36,26,-,-,-,319,546,332,957,501,655,41,47,52,..,1,13,-,54,219,77,154,162,8
9,"Meningitis, meningococcal",8,8,3,133,122,127,1,2,-,..,..,..,-,1,1,1,1,-,-,1,1,1,1,1,-,-,-,-,-,-,..,..,..,5,2,-,9
10,Mumps,542,676,655,17317,16099,23228,-,-,2,13,22,6,6,9,44,-,-,-,95,145,143,310,337,275,17,20,22,..,1,19,..,..,31,101,142,69,10
11,"Poliomyelitis, epidemic: 4",6,1,3,58,86,86,-,-,-,-,-,-,-,-,-,-,-,-,4,-,1,-,-,1,-,-,1,-,1,-,-,-,-,2,-,1,11
12,(a) With paralysis,4,1,2,36,53,53,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,12
13,(b) Without paralysis,2,-,1,17,27,27,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,13
14,Rubella,3407,1921,424,38201,12992,6401,-,1,-,..,..,..,8,22,6,..,..,..,859,772,24,2077,555,205,8,7,-,..,2,10,-,16,45,455,546,44,14
15,"Scarlet fever, etc. 5 **",316,291,334,6773,4804,7524,-,8,2,14,10,3,31,26,11,-,-,7,53,57,77,187,160,57,10,-,8,5,1,15,-,16,38,11,13,50,15
16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",199,214,196,3434,3505,4128,8,5,12,-,1,2,1,8,5,5,17,5,97,85,79,25,26,32,16,16,12,17,15,7,-,27,17,30,14,26,17
18,(a) Pulmonary,163,172,151,2792,2833,3290,8,5,12,-,1,2,1,8,4,5,17,5,91,81,76,(6),(6),(6),16,15,12,14,8,6,-,25,13,28,12,25,18
19,(b) Non-pulmonary,11,16,12,204,224,193,-,-,-,-,-,-,-,-,-,-,-,-,6,4,2,(6),(6),(6),-,1,-,3,7,2,..,2,2,2,2,1,19
20,Typhoid and paratyphoid,5,6,4,128,94,182,-,-,-,-,-,-,-,-,-,-,-,-,4,3,4,-,2,-,-,-,-,1,-,-,-,1,-,-,-,-,20
21,Undulant fever,2,1,2,55,36,43,-,-,-,-,-,-,-,-,-,..,..,..,2,1,..,-,-,1,-,-,-,-,-,-,..,..,..,-,-,-,21
22,Venereal diseases:,175,270,287,6097,6507,6780,7,7,5,-,-,1,5,4,6,3,1,8,76,54,78,(8),42,57,17,21,21,33,10,21,-,58,32,34,73,59,22
23,"(a) Syphilis, primary",-,3,4,45,46,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,3,1,-,-,-,23
24,(b) '' secondary,-,-,1,19,14,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24
25,(c) '' other,38,30,42,741,931,1158,1,3,1,-,-,-,3,-,2,-,-,2,27,10,22,-,6,10,-,3,3,1,1,1,-,1,1,6,6,4,25
26,(d) Gonorrhoea,137,237,236,5292,5503,5510,6,4,5,-,-,-,2,4,4,3,1,6,49,44,62,-,36,47,17,18,18,32,9,20,-,54,30,28,67,50,26
27,(e) Other venereal diseases 8,-,-,-,-,13,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,165,207,147,3621,5717,3481,2,1,-,29,21,-,-,-,5,-,-,1,68,91,32,16,25,44,19,8,2,12,5,3,-,29,11,19,27,28,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,16 (23),Measles,33308 (33892),"Meningitis, other",31 (30),"Poliomyelitis, with paralysis",40 (39),Smallpox,- (-),Undulant fever,32 (22),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",45 (33),Meningococcal infections,63 (66),"Poliomyelitis, acute",85 (85),"Poliomyelitis, without paralysis",36 (32),Typhoid fever,42 (33),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Of the 45 cases of infectious encephalitis reported this week, 17 were in California. While the total exceeds that of the previous week, there is no apparent increase in the incidence as yet. The usual seasonal increase in the incidence usually begins about June 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The number of poliomyelitis cases reported in the United States for the current week, disease year, and calendar year are shown below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Current week,,Disease year *,,Calendar year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1956,1955,1956,1955,1956,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,85,245,564,983,1632,2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paralytic,40,86,298,405,882,869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonparalytic,36,94,181,314,466,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unspecified,9,65,85,264,284,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* - Beginning approximately April 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
