DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",105,96,90,10838,38193,10002,..,..,..,50,50,-,55,45,60,..,..,..,-,-,-,-,-,2,-,1,1,-,-,-,..,..,..,-,-,-,7
8,Measles,1284,1251,984,51211,54663,54633,-,-,3,1,..,2,10,45,65,..,..,1,881,383,228,-,378,140,53,31,21,..,..,7,115,97,80,224,317,84,8
9,"Meningitis, meningococcal",5,2,3,276,292,290,3,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,1,2,-,-,..,..,..,-,-,-,9
10,Mumps,551,589,619,26487,26086,33927,-,-,1,4,..,..,45,18,20,..,..,..,222,72,152,-,132,238,17,40,23,..,..,16,..,..,4,263,327,84,10
11,"Poliomyelitis, epidemic: 4",26,-,28,605,1009,2528,-,-,-,-,-,-,-,-,-,-,-,-,24 (8),-,3,-,-,1,1,-,-,-,-,1,1,-,1,-,-,2,11
12,(a) With paralysis,25,-,10,356,542,1142,-,-,-,-,-,-,-,-,-,-,-,-,24,-,3,-,-,1,1,-,-,-,-,1,-,-,-,-,-,1,12
13,(b) Without paralysis,1,-,4,202,374,1292,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,13
14,Rubella,335,251,95,51715,19683,9969,-,-,-,..,..,..,-,4,2,..,..,..,135,74,14,-,16,37,-,-,-,..,..,4,44,80,26,156,77,10,14
15,"Scarlet fever, etc. 5 **",200,199,350,11305,8946,13397,7,4,3,19,24,6,34,51,10,1,1,-,90,40,82,-,33,50,4,7,10,3,5,41,31,16,50,11,18,41,15
16,Smallpox,-,-,-,-,-,-,-,-,-,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",226,185,191,8910,9913,10202,9,7,7,-,-,1,-,-,1,13,11,3,125,64,74,-,25,20,19,29,16,8,4,5,29,22,21,23,23,37,17
18,(a) Pulmonary,219,153,158,7343,7881,8272,9,7,7,-,-,1,-,-,1,12,10,3,123,61,74,(6),(6),(6),19,29,16,6,3,4,28,21,20,22,22,29,18
19,(b) Non-pulmonary,7,7,10,496,578,533,-,-,-,-,-,-,-,-,-,1,1,-,2,3,1,(6),(6),(6),-,-,-,2,1,2,1,1,-,1,1,1,19
20,Typhoid and paratyphoid,9,5,4,442,365,454,-,-,-,-,-,-,-,-,-,2,-,-,7,5,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20
21,Undulant fever,3,2,-,137,117,127,-,-,-,-,-,-,-,-,-,-,-,-,3,2,..,-,-,-,-,-,-,-,-,-,..,..,..,-,-,-,21
22,Venereal diseases:,258,284,311,16169,16140,17636,10,10,7,-,-,-,8,12,11,1,2,7,45,68,73,-,(9),54,31,30,25,20,35,29,70,60,66,73,67,42,22
23,"(a) Syphilis, primary",4,2,2,112,122,198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,23
24,(b) '' secondary,-,1,2,53,49,106,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,24
25,(c) '' other,26,34,39,1861,2174,2520,1,-,2,-,-,-,2,2,2,-,-,2,20,22,15,-,-,8,2,3,2,-,2,2,-,3,3,1,2,5,25
26,(d) Gonorrhoea,228,247,273,14132,13773,13944,9,10,5,-,-,-,6,10,6,1,2,4,25,46,57,-,-,43,29,27,22,16,31,27,70,56,60,72,65,41,26
27,(e) Other venereal diseases 8,-,-,1,11,22,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,27
28,Whooping cough,285,175,155,8517,13301,9123,-,-,-,2,1,-,-,1,15,-,1,1,242,122,70,-,19,33,2,6,10,10,5,12,14,16,10,15,4,19,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,62 (55),Measles,3875 (3813),"Meningitis, other",50 (25),"Poliomyelitis, with paralysis",53 (82),Smallpox,- (-),Undulant fever,21 (24),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",26 (41),Meningococcal infections,49 (51),"Poliomyelitis, acute",100 (152),"Poliomyelitis, without paralysis",26 (40),Typhoid fever,23 (21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The number of reported cases of poliomyelitis by type, in the United States for the current week, disease year, and calendar year are:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type,Current week,,Disease year ,,Calendar year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1956,1955,1956,1955,1956,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,100,178,14159,27931,15226,28994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paralytic,53,83,6033,10024,6616,10488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonparalytic,26,55,5547,10746,5832,11036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unspecified,21,40,2579,7161,2778,7470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"YUKON TERRITORY: Number of cases four weeks ended December 1: chickenpox, 6; rubella, 95; pulmonary tuberculosis, 1; gonorrhea, 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
