DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",130,149,55,9409,37044,9296,..,..,..,38,38,-,89,106,47,..,..,..,-,-,-,-,3,3,-,2,1,-,-,-,..,..,..,3,-,1,7
8,Measles,222,352,319,42558,44792,48196,-,3,6,..,..,4,9,12,11,..,..,..,52,74,64,68,177,44,6,20,7,8,4,9,26,36,8,53,26,31,8
9,"Meningitis, meningococcal",6,4,7,230,240,222,1,-,-,-,-,-,-,-,-,-,-,-,1,2,1,3,1,1,-,-,1,-,-,-,..,..,..,1,1,1,9
10,Mumps,169,177,195,22426,20703,29257,-,-,-,..,..,..,13,20,1,..,..,..,6,33,47,75,68,80,6,9,11,..,3,9,..,..,8,69,44,42,10
11,"Poliomyelitis, epidemic: 4",29,25,101,432,849,2133,-,-,-,-,-,-,-,-,2,3,1,4,8,13,13,9,5,23,-,2,1,2,-,9,2,3,10,5,1,9,11
12,(a) With paralysis,17,17,54,237,439,891,-,-,-,-,-,-,-,-,-,-,-,1,5,11,13,7,4,16,-,2,1,(6),-,3,1,-,2,4,-,4,12
13,(b) Without paralysis,8,6,37,161,327,1144,-,-,-,-,-,-,-,-,-,3,1,3,1,-,2,2,1,8,-,-,1,(6),-,6,1,3,-,1,1,5,13
14,Rubella,70,71,43,49575,17630,9232,-,-,-,..,..,..,-,1,-,..,..,..,15,23,3,26,22,13,-,1,-,..,3,1,9,4,5,20,17,14,14
15,"Scarlet fever, etc. 5 **",100,163,113,9439,6868,9842,5,-,2,13,40,6,17,52,16,-,-,2,8,18,29,18,23,24,4,15,6,13,1,7,7,8,8,15,6,19,15
16,Smallpox,-,-,-,-,-,-,-,-,-,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",155,163,204,7030,7519,8139,4,11,5,-,-,1,2,3,3,9,11,8,16,64,74,25,14,23,10,13,20,4,6,6,29,16,19,56,25,27,17
18,(a) Pulmonary,122,145,165,5728,6193,6615,4,11,4,-,-,1,1,3,3,8,10,6,16,64,73,(6),(6),(6),10,13,20,3,5,4,26,16,16,54,23,24,18
19,(b) Non-pulmonary,8,4,10,431,451,412,-,-,-,-,-,-,1,-,-,1,1,-,-,-,3,(6),(6),(6),-,-,-,1,1,-,3,..,..,2,2,3,19
20,Typhoid and paratyphoid,4,11,19,343,310,349,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,-,2,-,-,-,-,-,1,-,2,-,1,2,1,-,20
21,Undulant fever,2,3,2,108,98,100,-,-,-,-,-,-,-,-,-,-,-,-,2,2,1,-,-,-,-,-,-,-,-,-,..,..,..,-,1,-,21
22,Venereal diseases:,334,388,345,12719,12985,13862,16,10,11,-,4,1,11,7,13,10,4,4,89,97,80,(8),48,48,30,36,29,23,23,33,70,75,60,85,84,47,22
23,"(a) Syphilis, primary",3,5,4,84,91,165,-,-,-,-,-,-,-,1,1,1,-,-,-,1,-,-,1,1,-,-,-,-,-,-,2,1,-,-,1,-,23
24,(b) '' secondary,1,1,2,38,39,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,24
25,(c) '' other,39,54,44,1455,1804,1973,2,1,2,-,1,-,2,-,1,3,1,1,25,30,19,-,14,13,-,2,2,2,-,1,3,2,4,2,3,2,25
26,(d) Gonorrhoea,291,328,276,11134,11033,11283,14,9,7,-,3,1,9,6,11,6,3,4,64,66,63,-,33,40,30,34,27,21,23,33,64,71,54,83,80,39,26
27,(e) Other venereal diseases 8,-,-,-,8,18,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,121,185,182,6596,10583,6811,-,-,-,2,1,1,9,15,6,-,-,-,46,103,62,18,18,37,8,19,9,11,14,10,25,5,15,2,10,13,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,36 (16),Measles,973 (938),"Meningitis, other",25 (32),"Poliomyelitis, with paralysis",236 (248,Smallpox,- (-),Undulant fever,24 (17),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",76 (66),Meningococcal infections,38 (37),"Poliomyelitis, acute",604 (655),"Poliomyelitis, without paralysis",236 (282),Typhoid fever,34 (44),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For the current week 604 cases of poliomyelitis were reported as compared with 655 for last week. The corresponding figure for 1955 was 1035.
Since the week ended August 11, when 8 cases of diphtheria were reported, the incidence of the disease has been increasing in general. For the current week there were 36 cases. The corresponding number for 1955 was 58. Of the cases reported this week, 8 were in Texas, 7 in Alabama, 5 in North Carolina, 3 in Indiana, and 2 each in 3 widely separated states. The cumulative number for the year to date is 1058 compared with 1180 for the same period in 1955. 
South Carolina reported 4 cases of diphtheria for the current week.
EPIDEMIC REPORTS: Chickenpox - Nfld. reports epidemic at Sagona Island and Fortune Bay
Number of cases YUKON TERRITORY, four weeks ended September 8: measles, 45; tuberculosis, pulmonary.4; gonorrhoea, 7.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
