DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",71,49,31,9873,37457,9580,..,..,..,57,22,-,10,26,31,..,..,..,-,-,-,2,1,4,2,-,-,-,-,-,..,..,..,-,-,2,7
8,Measles,724,522,593,44925,47514,49677,-,-,3,..,..,1,1,7,12,..,..,1,179,179,103,362,172,106,21,19,26,..,..,27,43,69,51,118,76,68,8
9,"Meningitis, meningococcal",4,7,5,254,259,250,3,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,2,2,-,-,-,-,-,-,..,1,..,-,3,-,9
10,Mumps,352,292,509,23484,22354,30327,-,-,2,..,..,5,2,8,17,..,..,..,41,38,110,208,126,259,11,12,21,..,..,7,..,..,10,90,108,52,10
11,"Poliomyelitis, epidemic: 4",17,22,63,512,936,2413,-,-,-,-,1,-,-,-,-,-,1,-,5,6,6,4,8,8,1,2,5,-,-,11,5,2,13,2,2,5,11
12,(a) With paralysis,9,18,32,290,495,1052,-,-,-,-,1,-,-,-,-,-,1,-,1,5,6,1,6,3,1,2,4,-,-,1,5,1,-,1,2,5,12
13,(b) Without paralysis,5,3,21,179,354,1258,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,3,2,5,-,-,1,-,-,1,-,1,-,1,-,1,13
14,Rubella,237,155,46,50185,18003,9431,-,-,-,..,..,..,-,4,2,..,..,..,116,30,9,44,24,11,-,-,-,..,..,1,27,15,10,50,82,11,14
15,"Scarlet fever, etc. 5 **",122,195,320,10048,7610,10939,8,3,3,9,16,6,14,32,12,-,-,1,27,43,78,32,48,68,1,2,16,-,-,13,15,21,28,16,30,39,15
16,Smallpox,-,-,-,-,-,-,-,-,-,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",218,138,222,7666,8716,8951,9,3,6,2,4,2,2,-,2,8,18,22,77,49,104,35,12,27,15,13,18,5,8,8,32,14,21,33,17,23,17
18,(a) Pulmonary,177,124,194,6255,6922,7273,9,3,6,1,4,-,2,-,1,8,18,22,76,47,103,(6),(6),(6),15,13,18,5,8,6,31,14,21,30,17,22,18
19,(b) Non-pulmonary,6,2,14,452,498,463,-,-,-,1,-,1,-,-,-,-,-,-,1,2,1,(6),(6),(6),-,-,-,-,-,2,1,-,1,3,-,3,19
20,Typhoid and paratyphoid,12,13,9,397,340,405,-,-,-,-,-,-,-,-,-,-,-,-,10,4,7,2,4,1,-,-,-,-,-,-,-,2,-,-,3,-,20
21,Undulant fever,5,3,1,123,109,115,-,-,-,-,-,-,-,-,-,-,-,-,4,3,..,1,-,-,-,-,-,-,-,-,..,..,..,-,-,-,21
22,Venereal diseases:,379,369,395,14196,14293,15423,13,6,6,2,1,-,9,21,11,4,2,7,94,71,87,55,59,57,34,26,22,35,26,31,71,69,54,62,88,86,22
23,"(a) Syphilis, primary",2,4,3,95,102,178,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,1,-,-,-,-,-,-,-,4,-,-,-,-,23
24,(b) '' secondary,1,4,1,46,42,92,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,2,-,-,-,-,24
25,(c) '' other,50,44,58,1624,1950,2167,-,-,2,-,-,-,1,1,1,-,-,1,30,25,22,11,7,10,3,-,2,2,2,3,-,1,3,3,8,6,25
26,(d) Gonorrhoea,326,317,329,12422,12181,12352,13,6,5,2,1,-,8,19,10,4,2,3,62,46,69,44,52,47,31,26,21,32,23,26,71,62,51,59,80,81,26
27,(e) Other venereal diseases 8,-,-,-,9,18,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,137,161,234,7224,11961,7819,-,-,-,-,-,-,-,2,8,-,-,-,62,78,121,33,39,58,8,1,7,10,4,7,15,31,30,9,6,21,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,57 (20),Measles,1673 (1779),"Meningitis, other",40 (36),"Poliomyelitis, with paralysis",117 (140),Smallpox,- (-),Undulant fever,16 (30),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",71 (63),Meningococcal infections,59 (42),"Poliomyelitis, acute",297 (322),"Poliomyelitis, without paralysis",107 (125),Typhoid fever,27 (29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The number of reported cases of poliomyelitis by type, reported in the continental United States for the current week, disease year, and calendar year are:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type,Current week,,Disease year ,,Calendar year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1956,1955,1956,1955,1956,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,297,628,13085,26027,14152,27090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paralytic,117,283,5464,9130,6047,9594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonparalytic,107,174,5240,10180,5525,10470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unspecified,73,171,2381,6717,2580,7026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EPIDEMIC REPORTS: Streptococcal sore throat - Nfld. reports epidemic at Bonne Bay
                                  Chickenpox - Nfld. reports epidemic at Jamestown, B.B.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
