DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
12,(a) With paralysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
13,(b) Without paralysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
14,Rubella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
15,"Scarlet fever, etc. 5 **",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
16,Smallpox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
17,"Tuberculosis: 4,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
18,(a) Pulmonary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
19,(b) Non-pulmonary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
20,Typhoid and paratyphoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
21,Undulant fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
22,Venereal diseases:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
23,"(a) Syphilis, primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
24,(b) '' secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
25,(c) '' other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
26,(d) Gonorrhoea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
27,(e) Other venereal diseases 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
28,Whooping cough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,,Measles,,"Meningitis, other",,"Poliomyelitis, with paralysis",,Smallpox,,Undulant fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",,Meningococcal infections,,"Poliomyelitis, acute",,"Poliomyelitis, without paralysis",,Typhoid fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
