DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",184,164,382,6758,34975,7868,..,..,..,63,59,..,114,81,26,-,2,-,-,-,-,1,3,2,5,6,8,-,-,-,..,..,..,1,13,5,7
8,Measles,1388,1351,1503,28980,30853,33515,25,3,5,14,24,1,46,19,18,-,-,3,546,379,416,501,733,586,47,18,48,1,..,31,54,24,250,154,151,178,8
9,"Meningitis, meningococcal",8,6,4,125,120,123,2,2,-,..,..,..,1,-,-,1,1,1,1,-,1,1,1,2,-,-,-,-,-,-,..,..,..,2,2,-,9
10,Mumps,676,791,733,16775,15507,22753,-,-,-,22,7,1,9,9,27,-,-,1,145,173,194,337,372,286,20,39,25,1,..,41,..,..,17,142,191,78,10
11,"Poliomyelitis, epidemic: 4",1,2,5,52,83,83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,2,1,11
12,(a) With paralysis,1,1,3,32,51,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,12
13,(b) Without paralysis,-,1,2,15,26,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,13
14,Rubella,1888,2087,434,34728,12197,5967,1,1,-,..,..,..,22,11,11,..,..,..,772,828,25,555,488,213,7,6,-,2,1,24,16,16,32,513,736,37,14
15,"Scarlet fever, etc. 5 **",291,272,330,6457,4642,8132,8,-,3,10,14,4,26,32,7,-,1,6,57,45,93,160,148,80,-,7,22,1,9,15,16,2,42,13,14,72,15
16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",214,114,196,3235,3314,3932,5,5,5,1,1,2,8,1,6,17,9,12,85,32,72,26,19,24,16,14,20,15,3,8,27,7,12,14,23,37,17
18,(a) Pulmonary,172,88,175,2629,2686,3136,5,5,5,1,-,1,8,1,6,17,9,12,81,31,70,(6),(6),(6),15,13,20,8,1,7,25,7,10,12,21,30,18
19,(b) Non-pulmonary,16,7,10,193,212,171,-,-,-,-,1,1,-,-,-,-,-,-,4,1,2,(6),(6),(6),1,1,-,7,2,1,2,..,1,2,2,6,19
20,Typhoid and paratyphoid,6,10,14,123,93,162,-,-,-,-,-,-,-,-,-,-,-,-,3,8,8,2,1,1,-,-,-,-,-,-,1,-,-,-,1,-,20
21,Undulant fever,1,5,2,53,35,41,-,-,-,-,-,-,-,-,-,..,..,..,1,3,..,-,1,-,-,1,-,-,-,-,..,..,..,-,-,-,21
22,Venereal diseases:,270,289,337,5922,6213,6511,7,9,9,-,-,-,4,6,13,1,3,5,54,63,74,42,24,64,21,33,21,10,22,23,58,46,56,73,83,51,22
23,"(a) Syphilis, primary",3,1,4,45,45,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,3,1,1,-,-,-,23
24,(b) '' secondary,-,-,1,19,14,54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24
25,(c) '' other,30,29,52,703,892,1106,3,-,1,-,-,-,-,3,-,-,1,3,10,13,19,6,3,17,3,1,1,1,1,2,1,-,5,6,7,2,25
26,(d) Gonorrhoea,237,259,248,5155,5251,5239,4,9,7,-,-,-,4,3,10,1,2,2,44,50,51,36,21,51,18,32,19,9,21,19,54,45,50,67,76,43,26
27,(e) Other venereal diseases 8,-,-,-,-,11,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,207,197,147,3456,5537,3332,1,2,-,21,25,-,-,5,2,-,3,1,91,70,39,25,19,22,8,13,3,5,10,10,29,14,11,27,36,29,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,23 (27),Measles,33892 (35295),"Meningitis, other",30 (28),"Poliomyelitis, with paralysis",39 (51),Smallpox,- (-),Undulant fever,22 (22),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",33 (54),Meningococcal infections,66 (52),"Poliomyelitis, acute",85 (92),"Poliomyelitis, without paralysis",32 (30),Typhoid fever,33 (32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The number of poliomyelitis cases reported for the current week, disease year, and calendar year are shown below:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Current week,,Disease year *,,Calendar year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1956,1955,1956,1955,1956,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,85,205,480,738,1548,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paralytic,39,80,258,319,842,783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonparalytic,32,73,146,220,431,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unspecified,14,52,76,119,275,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemic Reports: Rubella - Nfld. reports epidemic at Placentia. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Beginning approximately April 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
