DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",66,84,25,8624,36449,8978,..,..,..,33,79,..,31,5,20,-,-,-,-,-,-,2,-,5,-,-,1,-,-,-,..,..,..,-,-,-,7
8,Measles,204,423,190,40837,43284,47007,2,4,1,-,-,2,19,30,3,..,..,..,63,172,56,76,118,40,10,3,14,..,7,9,12,18,21,22,71,32,8
9,"Meningitis, meningococcal",5,2,5,196,202,177,2,-,-,..,..,..,1,-,1,-,-,-,-,-,-,2,1,2,-,-,-,-,1,-,..,..,..,-,-,-,9
10,Mumps,100,134,118,21424,19730,28087,1,1,1,-,-,-,3,1,4,..,..,..,16,34,13,46,67,50,8,9,8,..,..,6,..,..,8,26,22,19,10
11,"Poliomyelitis, epidemic: 4",25,26,247,170,440,945,-,-,1,-,-,1,1,-,11,-,-,7,4,5,21,5,7,51,1,-,8,-,2,16,3,5,24,11,7,14,11
12,(a) With paralysis,13,10,100,91,246,370,-,-,1,-,-,1,1,-,6,-,-,-,3,3,21,5,5,20,1,-,3,-,1,4,1,-,1,2,1,12,12
13,(b) Without paralysis,12,15,124,66,163,472,-,-,1,-,-,-,-,-,-,-,-,7,1,2,-,-,2,31,-,-,5,-,-,4,2,5,4,9,6,6,13
14,Rubella,88,94,67,48958,17353,8937,-,-,-,..,..,..,-,2,-,..,..,..,18,41,3,23,25,9,1,-,-,1,..,..,13,12,10,32,14,9,14
15,"Scarlet fever, etc. 5 **",58,71,83,8717,6308,9345,-,-,2,15,12,1,14,26,2,-,-,-,8,6,19,17,16,11,-,2,4,1,-,5,2,3,4,1,6,16,15
16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",132,176,211,5821,6139,6695,4,10,7,-,2,1,1,1,2,9,13,3,65,48,64,23,26,25,13,25,20,2,2,8,-,-,20,15,29,28,17
18,(a) Pulmonary,93,138,164,4743,5015,5386,4,10,7,-,2,-,1,1,2,8,11,3,59,47,62,(6),(6),(6),9,25,20,1,15,7,-,-,19,11,27,24,18
19,(b) Non-pulmonary,16,12,6,362,403,337,-,-,-,-,-,-,-,-,-,1,2,-,6,1,-,(6),(6),(6),4,-,-,1,7,1,..,..,..,4,2,2,19
20,Typhoid and paratyphoid,9,10,17,266,202,284,-,-,-,-,-,-,-,-,-,-,-,-,3,10,10,5,-,2,-,-,-,1,-,-,-,-,-,-,-,1,20
21,Undulant fever,2,2,3,99,81,84,-,-,-,-,-,-,-,-,-,..,..,..,1,1,1,-,1,1,-,-,-,-,-,-,..,..,..,1,-,-,21
22,Venereal diseases:,328,334,351,10186,10699,11251,4,5,12,-,-,-,16,9,10,11,4,5,65,99,78,40,60,65,30,21,35,53,39,35,73,50,59,36,47,62,22
23,"(a) Syphilis, primary",2,3,3,64,68,132,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,1,1,-,-,-,1,23
24,(b) '' secondary,-,1,3,28,27,75,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24
25,(c) '' other,36,23,47,1166,1527,1688,-,-,1,-,-,-,3,-,1,-,1,1,22,13,20,5,6,10,-,-,1,3,1,5,1,1,1,2,1,5,25
26,(d) Gonorrhoea,289,307,295,8925,9062,9284,4,5,8,-,-,-,12,8,6,11,3,5,43,86,55,35,53,44,30,20,34,49,38,28,71,48,59,34,46,55,26
27,(e) Other venereal diseases 8,1,-,1,3,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,27
28,Whooping cough,149,136,181,5369,8546,5202,-,1,-,3,4,-,4,-,3,-,-,-,85,87,69,14,19,40,10,4,4,5,10,9,1,9,19,27,2,21,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,14 (8),Measles,1627 (1932),"Meningitis, other",55 (37),"Poliomyelitis, with paralysis",388 (360),Smallpox,- (-),Undulant fever,24 (27),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",38 (54),Meningococcal infections,25 (31),"Poliomyelitis, acute",902 (883),"Poliomyelitis, without paralysis",362 (376),Typhoid fever,53 (45),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The number of cases of poliomyelitis reported for the current week is 902 as compared with 883  for the previous week. Except for Michigan which increased from 32 to 62 cases, there was no large numerical increase in any state. Illinois showed a decrease from 218 to 180 cases. Chicago reported 133 cases, 91 of which were paralytic, and 3 deaths. The number of cases reproted for the previous week was 166. The number of reported cases by type for the continental United States for the current week, disease year, and calendar year are:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Current week,,Disease year *,,Calendar year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1956,1955,1956,1955,1956,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,902,2134,6028,10785,7095,11848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paralytic,388,638,2799,3823,3382,4287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonparalytic,362,923,2253,4327,2538,4617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unspecified,152,573,976,2635,1175,2944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* - Beginning approximately April 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Number of cases YUKON TERRITORY, four weeks ended August 11: poliomyelitis, with paralysis, 1; poliomyelitis, without paralysis 6; rubella, 12; syphilis, 2; gonorrhoea, 11; infectious hepatitis, 6.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
