DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",167,1093,477,2723,14299,2543,..,..,..,27,32,..,46,72,191,-,-,1,-,-,-,74,27,66,2,2,4,8,-,3,..,..,..,10,960,61,7
8,Measles,1697,1884,1781,17306,16166,18043,16,5,9,15,13,3,103,61,60,-,-,2,390,782,403,949,802,532,39,61,62,16,2,4,39,47,157,130,111,103,8
9,"Meningitis, meningococcal",5,7,7,67,70,65,4,1,-,..,..,..,-,-,-,-,2,-,1,-,1,-,3,2,-,-,-,-,-,-,..,..,..,-,1,1,9
10,Mumps,820,904,1171,9125,8714,11117,-,-,-,2,11,3,3,3,54,-,-,1,216,220,218,369,412,580,35,37,32,..,7,63,..,..,24,195,214,121,10
11,"Poliomyelitis, epidemic: 4",4,-,3,30,35,35,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,2,-,-,11
12,(a) With paralysis,3,-,2,18,27,27,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,12
13,(b) Without paralysis,1,-,1,7,5,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,13
14,Rubella,2194,2072,431,14025,4378,2697,12,-,-,..,..,..,31,35,16,..,..,..,1266,1334,38,534,409,181,8,8,1,..,..,4,7,29,29,336,257,15,14
15,"Scarlet fever, etc. 5 **",402,402,394,3310,2446,3904,2,2,1,18,19,6,32,32,23,1,6,19,89,79,87,204,190,89,14,2,7,-,7,21,24,19,68,18,46,77,15
16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",193,203,217,1714,1727,1936,4,24,10,4,-,1,1,3,5,24,14,11,66,77,88,20,26,20,18,13,10,22,3,16,12,23,17,22,20,30,17
18,(a) Pulmonary,150,167,169,1411,1383,1571,4,24,9,2,-,-,1,3,3,23,14,11,58,72,87,(6),(6),(6),18,13,10,14,3,7,12,22,15,18,16,24,18
19,(b) Non-pulmonary,23,10,9,98,117,99,-,-,-,2,-,-,-,-,-,1,-,-,8,5,1,(6),(6),(6),-,-,-,8,-,2,..,1,..,4,4,5,19
20,Typhoid and paratyphoid,9,6,4,73,34,95,-,-,-,-,-,-,-,-,-,-,-,-,7,3,2,2,-,1,-,-,-,-,-,-,-,2,1,-,1,-,20
21,Undulant fever,4,1,1,33,14,21,-,-,-,-,-,-,-,-,-,..,..,..,3,1,1,1,-,-,-,-,-,-,-,-,..,..,..,-,-,-,21
22,Venereal diseases:,284,365,340,3276,3496,3543,9,7,10,-,1,-,16,8,15,4,4,8,73,109,102,42,73,61,28,42,18,12,20,23,50,50,51,50,51,55,22
23,"(a) Syphilis, primary",3,4,3,28,28,46,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,3,2,-,-,-,-,23
24,(b) '' secondary,1,-,2,13,6,29,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,24
25,(c) '' other,31,56,63,354,497,591,-,5,1,-,1,-,4,-,2,-,-,3,15,26,24,3,13,16,-,1,2,3,6,2,2,-,2,4,4,3,25
26,(d) Gonorrhoea,249,305,280,2881,2960,2885,9,2,7,-,-,-,12,6,13,4,4,5,58,83,66,39,60,48,28,41,17,9,14,19,44,48,48,46,47,50,26
27,(e) Other venereal diseases 8,-,-,1,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,140,197,140,1711,3632,1930,8,-,-,15,19,-,9,8,-,1,8,-,67,76,62,7,13,50,4,10,8,7,10,3,15,14,16,7,39,19,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,42 (44),Measles,20330 (17852),"Meningitis, other",39 (35),"Poliomyelitis, with paralysis",XX (52),Smallpox,- (-),Undulant fever,16 (22),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",31 (26),Meningococcal infections,67 (105),"Poliomyelitis, acute",67 (88),"Poliomyelitis, without paralysis",XX (23),Typhoid fever,23 (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A decrease of 36.2 per cent was recorded in the number of reported cases of meningococcal infections for the current week from the previous week's total of 105 cases. The 5-year median for this period is 121.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A significant decrease was recorded in the number of poliomyelitis cases reported for the current week (67) from the previous week's total (88) a decrease of 23.9 per cent. The corresponding 5-year median is 67.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Number of cases YUKON TERRITORY, four weeks ended February 25: chickenpox, 1; measles, 1; meningitis, meningococcal, 1; gonorrhoea, 2; hepatitis, infectious, 12.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
