DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",139,134,45,8042,36096,8855,..,..,..,90,97,..,43,35,25,-,-,-,-,-,-,1,1,-,-,1,6,-,-,-,..,..,..,5,-,4,7
8,Measles,489,698,793,38511,41140,44369,3,2,3,23,19,8,19,18,10,..,..,2,97,141,160,281,452,242,22,14,30,..,..,10,18,25,62,26,27,115,8
9,"Meningitis, meningococcal",1,5,7,172,172,164,-,-,-,..,..,..,-,1,-,-,-,-,-,-,1,-,2,2,-,-,-,-,-,-,..,..,..,1,2,-,9
10,Mumps,186,295,263,20572,18909,27076,-,-,4,13,10,1,1,-,9,..,..,..,33,23,29,88,193,115,6,9,14,..,..,8,..,..,8,45,60,30,10
11,"Poliomyelitis, epidemic: 4",5,3,44,78,163,163,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,2,11,-,-,2,1,1,3,-,-,3,2,-,4,11
12,(a) With paralysis,3,3,15,49,99,99,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,2,2,-,-,2,(6),1,1,-,-,-,1,-,-,12
13,(b) Without paralysis,1,-,23,22,53,53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,9,-,-,-,(6),-,-,-,-,-,1,-,4,13
14,Rubella,316,566,135,47840,16975,8697,1,-,-,..,..,..,9,12,4,..,..,..,55,70,4,118,208,20,3,2,-,..,..,5,14,19,23,116,255,21,14
15,"Scarlet fever, etc. 5 **",131,172,127,8175,5844,8963,-,1,3,8,21,4,39,66,7,-,-,2,9,6,26,57,58,23,1,1,8,2,1,11,11,4,14,4,14,22,15
16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",174,171,215,4769,4935,5507,5,8,10,2,1,2,2,1,3,13,14,16,81,41,75,23,13,25,4,17,16,9,10,19,18,24,19,17,42,19,17
18,(a) Pulmonary,145,145,182,3889,3994,4414,5,8,8,1,-,1,2,1,2,13,13,16,80,40,73,(6),(6),(6),4,16,16,7,8,17,17,23,16,16,36,19,18
19,(b) Non-pulmonary,6,13,9,282,319,264,-,-,-,1,1,-,-,-,-,-,1,-,1,1,2,(6),(6),(6),-,1,-,2,2,1,1,1,2,1,6,1,19
20,Typhoid and paratyphoid,8,6,4,211,127,227,2,1,-,-,-,-,-,-,-,1,1,-,-,1,3,2,1,-,-,-,-,-,1,-,-,-,-,3,1,-,20
21,Undulant fever,2,-,4,78,61,63,-,-,-,-,-,-,-,-,-,..,..,..,2,..,2,-,-,-,-,-,-,-,-,-,..,..,..,-,-,-,21
22,Venereal diseases:,269,273,368,8230,8683,9065,4,2,11,-,-,1,17,2,11,6,6,4,54,46,60,30,29,52,21,17,33,26,30,39,42,54,53,69,87,57,22
23,"(a) Syphilis, primary",-,1,3,50,58,114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,23
24,(b) '' secondary,-,1,4,23,20,69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,24
25,(c) '' other,27,30,64,979,1280,1424,4,-,2,-,-,-,1,-,6,-,-,1,10,14,17,7,5,14,1,2,2,1,2,5,-,1,2,3,6,6,25
26,(d) Gonorrhoea,242,241,285,7177,7312,7312,-,2,10,-,-,1,16,2,7,6,6,2,44,32,44,23,24,39,20,15,31,25,27,34,42,52,50,66,81,54,26
27,(e) Other venereal diseases 8,-,-,-,1,13,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,106,93,103,4586,7146,4464,2,-,-,8,13,1,3,2,2,-,-,-,45,23,45,8,9,29,2,16,3,10,5,2,2,1,9,26,24,12,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,20 (20),Measles,8017 (13332),"Meningitis, other",14 (29),"Poliomyelitis, with paralysis",129 (134),Smallpox,- (-),Undulant fever,16 (23),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",25 (35),Meningococcal infections,39 (39),"Poliomyelitis, acute",275 (258),"Poliomyelitis, without paralysis",91 (84),Typhoid fever,38 (35),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The number of poliomyelitis cases by type reported in the United States for the current week, disease year, and calendar year are shown below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Current week,,Disease year *,,Calendar year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1956,1955,1956,1955,1956,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,275,405,2931,4111,1864,3048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paralytic,129,170,1528,1188,945,1652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonparalytic,91,162,902,1076,617,1366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unspecified,55,73,501,784,302,1093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* - Beginning approximately April 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
