DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",169,161,45,7247,35614,8611,..,..,..,89,76,..,66,79,26,-,-,1,-,-,-,-,3,2,10,1,2,-,-,-,..,..,..,4,2,3,7
8,Measles,1285,1659,1450,33415,35204,40172,5,4,4,13,11,3,18,21,17,-,-,-,497,568,445,560,861,491,24,42,37,..,..,30,42,18,185,126,134,208,8
9,"Meningitis, meningococcal",7,6,4,149,138,140,3,3,-,..,1,..,-,-,-,-,2,-,1,-,1,1,-,-,1,-,-,-,-,-,1,..,..,-,-,-,9
10,Mumps,629,574,662,18520,17187,24495,-,-,1,37,10,1,-,19,35,-,-,-,131,92,159,297,341,326,37,17,26,..,..,39,..,..,19,127,95,114,10
11,"Poliomyelitis, epidemic: 4",1,1,11,58,105,105,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,3,-,-,-,-,-,1,-,-,-,1,-,5,11
12,(a) With paralysis,-,1,5,36,63,63,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,3,12
13,(b) Without paralysis,1,-,3,17,32,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,1,13
14,Rubella,2475,1770,361,42460,14577,7200,1,-,-,..,..,..,11,13,12,..,..,..,958,609,39,1022,670,203,7,1,-,..,..,17,25,28,36,451,449,60,14
15,"Scarlet fever, etc. 5 **",238,259,271,7285,5137,7984,1,1,5,5,10,2,37,19,6,-,-,7,28,84,91,149,124,53,1,-,13,-,2,9,9,5,23,8,14,36,15
16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",168,161,199,3787,3907,4477,8,4,8,-,-,1,3,-,-,2,17,16,67,62,84,27,28,36,19,8,12,3,2,6,21,27,14,18,13,27,17
18,(a) Pulmonary,135,124,163,3011,3166,3549,8,4,6,-,-,1,3,-,-,2,16,16,66,59,79,(6),(6),(6),17,8,12,3,2,6,20,24,14,16,11,23,18
19,(b) Non-pulmonary,6,9,9,222,244,220,-,-,-,-,-,-,-,-,-,-,1,-,1,3,3,(6),(6),(6),2,-,-,-,-,2,1,3,1,2,2,3,19
20,Typhoid and paratyphoid,13,21,10,164,103,192,-,1,-,-,-,-,-,-,-,-,1,-,5,13,4,1,3,-,-,-,-,-,-,-,2,-,-,5,3,-,20
21,Undulant fever,2,5,2,62,43,46,-,-,-,-,-,-,-,-,-,..,..,..,1,3,1,1,2,1,-,-,-,-,-,-,..,..,..,-,-,-,21
22,Venereal diseases:,330,265,353,6768,7127,7441,2,5,8,-,1,-,10,10,12,4,2,6,100,60,93,38,29,60,17,30,20,27,18,22,52,47,41,80,63,61,22
23,"(a) Syphilis, primary",1,-,3,46,48,96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,23
24,(b) '' secondary,-,1,4,20,16,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,24
25,(c) '' other,43,32,43,822,1027,1226,-,1,-,-,-,-,2,4,2,-,1,1,24,13,19,4,5,12,2,-,1,5,4,1,-,1,1,6,3,7,25
26,(d) Gonorrhoea,286,232,279,5880,6023,6023,2,4,7,-,1,-,8,6,11,4,1,4,76,47,66,34,24,50,15,30,17,22,14,14,52,45,39,73,60,51,26
27,(e) Other venereal diseases 8,-,-,-,-,13,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,145,169,134,3949,6122,3665,7,7,-,14,20,-,-,-,10,1,1,-,79,97,33,5,10,50,16,6,4,9,5,5,1,8,14,13,15,14,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,20 (15),Measles,24700 (32771),"Meningitis, other",16 (27),"Poliomyelitis, with paralysis",60 (53),Smallpox,- (-),Undulant fever,14 (24),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",35 (40),Meningococcal infections,54 (56),"Poliomyelitis, acute",120 (112),"Poliomyelitis, without paralysis",36 (38),Typhoid fever,35 (49),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A decrease of 24.6 per cent was recorded in the number of reported cases of measles for the current week from the previous week's total of 32771.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The number of poliomyelitis cases reported for the current week (120) is only 7 per cent greater than for the previous week (112), but is slightly less than half of the total for the same week last year. For the same week in th previous 5 years, the number of cases reported were 115, in 1951; 119 in 1952; 247 in 1953; 224 in 1954; and 248 in 1955.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For the current week, 32 cases were reported in Texas, 19 in California, 10 in Florida, 9 in Illinois, 8 in Louisiana, and 6 in Iowa. No other state reported more than 3 cases.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
