DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",200,89,62,289,614,109,..,..,..,100,34,..,95,48,51,-,-,-,-,2,-,4,1,7,-,-,2,-,-,-,..,..,..,1,4,-,7
8,Measles,1634,1582,1795,3216,2541,3213,84,55,12,71,69,7,60,94,34,-,-,1,288,95,297,1005,1188,668,38,11,68,14,1,25,19,47,60,55,22,142,8
9,"Meningitis, meningococcal",15,4,6,19,15,10,8,4,-,..,..,..,-,-,-,-,-,-,-,-,1,5,-,2,1,-,-,1,-,-,..,..,..,-,-,2,9
10,Mumps,923,811,1081,1734,1373,1984,1,-,1,14,6,6,4,5,38,-,-,-,122,64,194,576,585,489,35,2,47,..,..,73,..,..,33,171,149,211,10
11,"Poliomyelitis, epidemic: 4",-,1,7,1,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,11
12,(a) With paralysis,-,1,5,1,9,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,12
13,(b) Without paralysis,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,13
14,Rubella,1213,460,186,1673,345,345,6,2,-,-,-,-,61,42,9,-,-,-,899,310,8,139,70,104,3,-,1,-,-,5,13,8,27,92,28,20,14
15,"Scarlet fever, etc. 5 **",238,172,420,410,332,685,6,21,3,8 (5),5 (5),4 (5),2,-,-,..,1,3,48,40,83,138,78,97,5,2,15,1,..,21,10,18,80,18,7,72,15
16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",166,116,186,280,295,384,6,4,7,-,-,1,2,5,4,15,14,13,69,37,75,22,8,17,2,-,10,1,-,5,21,8,12,28,40,28,17
18,(a) Pulmonary,136,105,151,241,249,291,6,4,7,-,-,-,2,5,2,15,14,13,64,37,74,(6),(6),(6),2,-,10,1,-,5,20,8,11,26,37,28,18
19,(b) Non-pulmonary,8,3,9,11,14,14,-,-,-,-,-,-,-,-,1,-,-,-,5,-,3,(6),(6),(6),-,-,-,-,-,-,1,..,..,2,3,4,19
20,Typhoid and paratyphoid,6,6,9,12,8,10,-,-,-,-,-,-,-,-,-,-,-,-,6,6,4,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,20
21,Undulant fever,1,5,3,6,3,5,-,-,-,-,-,-,-,-,-,..,..,..,1,3,1,-,2,-,-,-,-,-,-,-,..,..,..,-,-,1,21
22,Venereal diseases:,375,259,389,634,725,725,17,6,7,-,1,-,10,12,15,4,1,5,85,94,91,49,37,84,32,10,29,14,12,34,72,59,47,92,27,86,22
23,"(a) Syphilis, primary",3,3,4,6,8,8,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,1,-,-,-,-,-,-,1,3,-,-,-,1,23
24,(b) '' secondary,1,3,-,4,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,2,-,-,-,-,24
25,(c) '' other,15,20,48,35,85,86,-,-,-,-,1,-,2,-,4,1,-,2,6,9,26,3,4,16,-,-,1,-,1,2,-,4,1,3,1,4,25
26,(d) Gonorrhoea,356,233,326,586,632,632,17,6,7,-,-,-,7,12,10,3,1,4,77,85,61,46,32,65,32,10,28,14,11,22,71,50,44,89,26,82,26
27,(e) Other venereal diseases 8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,198,131,240,329,746,304,19,2,-,18,12,1,9,2,11,7,2,1,66,27,76,43,51,41,7,-,14,4,5,7,3,12,12,22,18,47,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,57 (41),Measles,7230 (4464),"Poliomyelitis, acute",116 (120),"Poliomyelitis, without paralysis",XX (34),Smallpox,- (-),Undulant fever,16 (15),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",17 (20),Meningococcal infections,87 (58),"Poliomyelitis, with paralysis",XX (66),Scarlet fever (5),XX (XX),Typhoid fever,23 (20),Whooping cough,XX (XX),,,,,,,,,,,,,,,,,,,,,,,,,,,
"For the current week, a total of 57 cases of diphteria  was reported. Michigan reported 12 cases -- the highest weekly in more than a year -- the usual number being less than 5. However, early in 1955 the state reported 10 cases in 1 week. Other states reporting 4 or more cases are: California, 8; Texas, 6; Florida, 5; and Louisiana and Georgia, 4 each.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EPIDEMIC REPORTS: Rubella - Nfld. Reports epidemic at Broad Cove, Blackhead and Bay-De-Verde.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
