DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",142,315,335,6409,33338,6598,..,..,..,32,165,..,96,25,249,-,-,-,-,-,-,2,12,5,6,1,4,-,-,-,..,..,..,5,112,20,7
8,Measles,1317,1293,1667,26240,27881,30352,8,6,4,20,15,5,29,44,64,-,-,3,518,319,394,554,725,539,22,29,44,-,-,7,22,22,168,144,133,193,8
9,"Meningitis, meningococcal",3,5,5,111,107,114,8,1,-,..,..,..,-,-,-,-,-,-,-,1,-,1,2,2,-,-,-,-,-,-,..,..,..,-,1,1,9
10,Mumps,783,1057,959,15307,14192,20453,1,1,-,7,18,1,13,18,22,-,-,2,217,223,189,388,496,345,25,66,29,-,-,88,..,..,30,132,235,110,10
11,"Poliomyelitis, epidemic: 4",2,2,6,49,76,76,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,1,-,1,1,1,1,1,11
12,(a) With paralysis,1,1,3,30,47,42,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,1,12
13,(b) Without paralysis,1,1,2,14,25,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,13
14,Rubella,2118,2929,444,30751,10589,5211,2,4,-,..,..,..,13,29,13,..,..,..,786,953,25,805,1208,234,4,7,-,..,..,27,8,17,41,500,711,30,14
15,"Scarlet fever, etc. 5 **",306,348,294,5893,4178,6618,-,6,3,7,7,6,52,30,26,-,-,3,72,78,64,145,204,75,4,1,12,1,-,16,6,7,31,19,15,50,15
16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",143,254,206,2907,3015,3465,6,11,4,1,1,2,2,5,2,18,5,5,23,88,69,22,32,29,17,15,16,9,4,6,23,37,15,22,56,32,17
18,(a) Pulmonary,111,205,181,2369,2445,2743,6,11,4,1,1,2,1,4,2,16,4,5,22,82,69,(6),(6),(6),17,15,16,8,3,3,20,34,12,20,51,26,18
19,(b) Non-pulmonary,10,17,11,170,196,153,-,-,-,-,-,-,1,1,-,2,1,-,1,6,1,(6),(6),(6),-,-,-,1,1,2,3,3,1,2,5,6,19
20,Typhoid and paratyphoid,5,12,8,107,81,154,1,-,-,-,-,-,-,-,-,-,-,-,1,10,3,2,1,1,-,-,-,-,1,-,-,-,-,1,-,-,20
21,Undulant fever,2,4,4,47,29,39,-,-,-,-,-,-,-,-,-,..,..,..,2,2,2,-,1,-,-,1,-,-,-,-,..,..,..,-,-,-,21
22,Venereal diseases:,302,323,375,5363,5600,5821,8,8,9,-,1,-,3,10,12,8,5,6,80,59,106,46,56,70,27,29,19,13,25,23,54,56,44,63,74,72,22
23,"(a) Syphilis, primary",1,2,7,41,39,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,1,1,-,1,2,-,-,-,23
24,(b) '' secondary,4,-,5,19,13,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,3,-,-,-,-,-,24
25,(c) '' other,52,36,76,644,804,976,-,-,3,-,-,-,-,2,3,3,2,1,27,13,29,9,12,16,2,1,-,1,2,4,3,2,2,7,2,8,25
26,(d) Gonorrhoea,245,285,280,4659,4733,4645,8,8,5,-,1,-,3,8,6,5,3,3,53,46,89,37,44,47,23,28,19,12,22,17,48,53,38,56,72,59,26
27,(e) Other venereal diseases 8,-,-,-,-,11,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,195,195,187,3052,5093,2953,5,-,-,14,29,-,33,3,11,-,2,-,72,81,43,32,17,30,3,8,5,2,2,3,10,10,18,24,43,24,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,28 (18),Measles,32607 (27886),"Meningitis, other",20 (23),"Poliomyelitis, with paralysis",XX (XX),Smallpox,- (-),Undulant fever,22 (18),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",35 (26),Meningococcal infections,70 (44),"Poliomyelitis, acute",74 (79),"Poliomyelitis, without paralysis",XX (XX),Typhoid fever,48 (31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Of the 28 cases of diphtheria reported this week, 6 were in Indiana, 4 in Florida, 3 in South Carolina and 2 each in Michigan, Nebraska, Oklahoma, and Texas. Since January 1, 1956, a total of 630 cases has been reported in the country as a whole, compared with 534 for the same period of 1955. Of the total this year, 75 cases have been in Texas and 70 in Indiana. Michigan, Alabama, and Oklahoma have each reported a few less than 50 cases.
Forty-eight cases of typhoid fever were reported this week as comapred with 35 for the same week in 1955. For the current week, Pennsylvania (5 cases), New York (4), and Louisiana (4) reported the most cases. Other states reporting 2 or 3 cases were scattered through the country. The cumulative total for the first 17 weeks of 1956 is 465 compared with 418 for the corresponding period of 1955.
The number of cases of poliomyelitis reported for the 4-week period ended April 28 is 302 as compared with 387 for the same period of 1955. The numbers of cases reported since January 1 and for the first 4 weeks of the ""disease year"" are as follows:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,Paralytic,Nonparalytic,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,1370,751,369,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,1450,629,392,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Since April 1 there has been no evidence of epidemic occurrence of the disease.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
