DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",93,130,99,1125,7029,938,..,..,..,26,6,..,52,104,48,-,-,1,-,-,-,5,16,10,9,2,2,-,-,-,..,..,..,1,2,23,7
8,Measles,1795,1717,1864,10098,8436,10867,18,10,24,17,13,2,54,102,61,-,-,2,672,446,397,822,985,410,85,62,136,19,5,18,52,57,105,56,37,254,8
9,"Meningitis, meningococcal",2,3,4,38,45,37,-,-,-,-,-,-,-,-,-,2,2,1,-,-,1,-,-,2,-,1,-,-,-,-,..,..,..,-,-,-,9
10,Mumps,876,1084,952,5413,4498,6118,1,-,1,14,15,5,3,11,19,-,-,-,230,283,210,381,520,445,42,33,55,3,..,91,..,..,18,202,222,140,10
11,"Poliomyelitis, epidemic: 4",1,7,2,15,24,24,1,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,1,-,-,-,-,-,2,1,-,2,-,11
12,(a) With paralysis,-,5,-,8,19,19,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,1,-,-,-,-,-,1,-,-,1,-,12
13,(b) Without paralysis,1,2,-,4,2,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,13
14,Rubella,1496,1242,345,6660,1516,1374,22,-,-,..,..,..,73,36,21,..,..,..,951,832,14,293,229,128,7,2,1,2,1,14,26,33,33,122,109,57,14
15,"Scarlet fever, etc. 5 **",341,342,403,1815,1315,2157,31,1,3,7,11,8,26,35,13,2,1,3,80,62,108,126,169,69,4,7,13,2,2,28,23,29,70,40,25,117,15
16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",194,171,172,1040,947,1185,7,3,7,1,1,1,5,3,2,13,24,10,88,55,77,26,22,24,6,8,9,4,8,6,31,20,20,13,27,23,17
18,(a) Pulmonary,159,138,141,872,741,909,7,3,7,1,-,1,5,3,2,13,24,10,84,54,72,(6),(6),(6),5,8,9,3,7,4,29,15,15,12,24,22,18
19,(b) Non-pulmonary,9,10,9,45,67,57,-,-,-,-,1,-,-,-,-,-,-,-,4,1,2,(6),(6),(6),1,-,-,1,-,1,2,5,2,1,3,3,19
20,Typhoid and paratyphoid,4,12,8,48,22,50,-,1,-,-,-,-,-,-,-,1,-,-,1,1,4,-,1,1,-,-,-,-,-,-,2,-,-,-,9,1,20
21,Undulant fever,2,6,1,20,8,10,-,-,-,-,-,-,-,-,-,..,..,..,..,4,..,1,1,1,-,1,-,1,-,-,..,..,..,-,-,-,21
22,Venereal diseases:,318,379,342,2027,2180,2186,10,9,8,-,2,-,5,17,12,7,2,3,75,74,86,61,58,68,26,29,27,26,22,28,39,77,42,69,89,61,22
23,"(a) Syphilis, primary",1,2,6,28,20,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,1,1,-,-,-,1,-,-,-,23
24,(b) '' secondary,2,-,3,11,4,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,24
25,(c) '' other,49,40,65,204,294,304,2,4,2,-,-,-,2,3,2,1,1,2,21,18,32,8,8,21,2,-,2,2,4,6,5,-,2,6,2,4,25
26,(d) Gonorrhoea,266,337,264,1794,1861,1837,8,5,8,-,2,-,3,14,8,6,1,1,54,56,51,52,49,47,24,29,26,23,17,20,33,77,42,63,87,56,26
27,(e) Other venereal diseases 8,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,150,227,182,1047,2399,1183,5,1,-,17,14,-,-,3,23,4,2,1,70,77,83,9,58,47,8,14,6,13,4,7,8,13,16,16,41,15,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,30 (41),Measles,10740 (10511),"Meningitis, other",31 (26),"Poliomyelitis, with paralysis",XX (48),Smallpox,- (-),Undulant fever,16 (17),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",15 (20),Meningococcal infections,79 (73),"Poliomyelitis, acute",61 (86),"Poliomyelitis, without paralysis",XX (22),Typhoid fever,24 (32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Since the first of Januray, 1956, there have been 48 cases of typhoid fever reported in the East North Central and the West Central States. Twenty-three of these occurred in 3 states - 15 in Minnesota, and 4 each in Michigan and Wisconsin. Twelve of the Minnesota cases had onsete between January 9 and 17. Six of the 15 cases in Minnesota were in Minneapolis and 2 were in St. Paul. The remaining cases in this and other states have been scattered.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For the current week the number of cases of measles was 10740 as compared with 17943 for the same period of 1955 and a 5-year median of 13389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Number of cases YUKON TERRITORY, four weeks ended January 28: Chickenpox, 9; Hepatitis, infectious, 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
