DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",45,280,46,9738,37230,9476,..,..,..,29,41,-,16,237,40,..,..,..,-,-,-,-,2,4,-,-,1,-,-,-,..,..,..,-,-,1,7
8,Measles,767,354,437,43679,46166,48785,-,-,11,..,..,..,9,6,24,..,..,..,203,73,93,196,202,58,13,7,18,..,..,17,45,11,75,301,55,74,8
9,"Meningitis, meningococcal",6,5,5,241,246,237,-,2,-,-,-,-,-,-,-,-,-,1,3,-,-,2,2,2,-,1,-,-,-,-,..,..,..,1,-,-,9
10,Mumps,212,184,297,22822,21489,29730,-,-,1,..,..,..,6,18,16,..,..,..,54,15,88,66,91,137,14,9,13,..,..,10,..,..,16,72,51,29,10
11,"Poliomyelitis, epidemic: 4",22,10,98,472,900,2306,-,-,-,-,-,-,-,-,6,3,2,4,7,2,6,5,2,20,-,-,2,1,1,12,2,2,22,4,1,11,11
12,(a) With paralysis,14,6,51,242,470,995,-,-,-,-,-,-,-,-,2,1,1,-,4,-,4,4,2,15,-,-,2,-,-,5,1,2,-,4,1,6,12
13,(b) Without paralysis,6,2,24,171,347,1210,-,-,-,-,-,-,-,-,-,2,1,3,1,-,2,1,-,5,-,-,1,1,1,4,1,-,-,-,-,6,13
14,Rubella,109,109,42,49793,17763,9317,-,-,-,..,..,..,-,1,1,..,..,..,21,47,4,47,22,13,1,-,-,..,..,1,7,13,6,33,26,10,14
15,"Scarlet fever, etc. 5 **",137,149,216,9905,7220,10320,3,19,4,17,27,3,25,62,16,-,-,3,31,8,33,35,22,35,6,5,7,2,1,5,7,2,24,11,3,30,15
16,Smallpox,-,-,-,-,-,-,-,-,-,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",161,124,214,7315,8289,8558,9,3,9,1,-,-,-,1,2,-,23,14,75,23,118,26,15,23,7,16,13,8,8,8,17,22,13,18,13,29,17
18,(a) Pulmonary,132,98,183,5958,6580,6955,9,3,9,1,-,-,-,1,2,-,18,14,74,21,117,(6),(6),(6),7,15,13,7,7,7,17,20,13,17,13,24,18
19,(b) Non-pulmonary,3,11,8,445,476,438,-,-,-,-,-,-,-,-,-,-,5,-,1,2,3,(6),(6),(6),-,1,-,1,1,2,..,2,..,1,-,3,19
20,Typhoid and paratyphoid,8,10,12,361,329,367,-,4,-,-,-,-,-,-,-,-,-,-,5,1,8,1,1,1,-,-,-,-,-,-,2,-,-,-,4,1,20
21,Undulant fever,5,2,5,115,108,108,-,-,-,-,-,-,-,-,-,-,-,-,2,..,3,3,2,1,-,-,-,-,-,-,..,..,..,-,-,-,21
22,Venereal diseases:,414,282,359,13445,13563,14598,2,14,9,1,-,-,19,12,14,7,1,4,83,77,83,59,34,63,43,31,25,23,15,27,76,65,50,101,33,86,22
23,"(a) Syphilis, primary",3,2,3,89,96,171,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,2,-,-,1,2,-,-,-,1,23
24,(b) '' secondary,2,1,2,41,39,88,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,24
25,(c) '' other,37,29,45,1527,1879,2073,-,1,2,-,-,-,1,2,4,-,-,1,16,23,17,9,1,13,6,1,-,-,-,1,2,1,1,3,-,5,25
26,(d) Gonorrhoea,371,250,280,11779,11531,11816,2,13,7,1,-,-,17,10,10,7,1,3,67,54,53,50,33,50,37,30,25,21,14,27,72,62,49,97,33,70,26
27,(e) Other venereal diseases 8,1,-,-,9,18,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,27
28,Whooping cough,123,207,246,6926,11410,7286,-,-,-,-,-,3,-,3,10,-,1,1,76,148,80,34,24,61,1,5,14,4,8,7,2,8,23,6,10,9,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,45 (32),Measles,1392 (1018),"Meningitis, other",42 (19),"Poliomyelitis, with paralysis",154 (160),Smallpox,- (-),Undulant fever,26 (24),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",62 (152),Meningococcal infections,48 (34),"Poliomyelitis, acute",397 (400),"Poliomyelitis, without paralysis",159 (170),Typhoid fever,46 (29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Of the 45 cases of diphtheria reported this week, one-third (15) were in Alabama. Twenty cases were reported in Florida (8), South Carolina (7), and North Carolina (5). The remainder were in 7 scattered states.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
