DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",482,131,242,902,5418,535,..,2,..,85,26,..,73,92,24,-,-,1,6,-,-,2,-,18,2,3,4,-,-,-,..,..,..,314,8,10,7
8,Measles,1779,1590,1248,6586,4955,6630,49,23,10,20,28,2,87,258,52,-,-,3,386,292,249,954,856,378,49,40,100,19,15,49,105,25,86,110,53,314,8
9,"Meningitis, meningococcal",3,11,8,33,33,23,-,1,-,..,..,..,-,-,-,-,4,-,-,-,3,-,3,2,-,-,1,2,-,-,..,..,..,1,3,1,9
10,Mumps,1007,711,994,3453,2929,207,-,-,3,14,6,4,1,2,22,-,-,-,136,122,163,639,391,408,41,34,48,4,1,78,..,..,33,172,155,263,10
11,"Poliomyelitis, epidemic: 4",1,4,2,8,18,18,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,1,2,-,11
12,(a) With paralysis,-,2,2,3,13,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,12
13,(b) Without paralysis,1,1,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,13
14,Rubella,1367,884,280,3924,789,789,5,7,-,..,..,..,46,41,3,..,..,..,851,534,12,300,233,129,1,1,-,1,..,7,27,7,24,134,61,55,14
15,"Scarlet fever, etc. 5 **",329,302,415,1132,871,1458,6,3,2,4,10,7,10,14,9,1,-,4,88,49,92,146,116,64,9,2,20,-,56,13,33,19,77,32,33,79,15
16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",190,203,202,675,608,738,4,6,6,1,-,-,3,1,5,2,23,6,101,88,86,15,28,30,9,4,10,14,5,4,18,21,14,23,27,31,17
18,(a) Pulmonary,165,169,165,575,485,557,4,6,6,1,-,-,3,1,5,2,23,6,96,87,78,(6),(6),(6),9,3,10,12,3,4,15,20,12,23,26,26,18
19,(b) Non-pulmonary,10,5,15,26,39,31,-,-,-,-,-,-,-,-,-,-,-,-,5,1,4,(6),(6),(6),-,1,-,2,2,1,3,1,1,-,-,1,19
20,Typhoid and paratyphoid,5,15,5,32,14,27,-,1,-,-,-,-,-,-,-,-,-,-,2,11,4,2,2,1,-,1,-,-,-,-,1,-,-,-,-,-,20
21,Undulant fever,4,2,3,12,4,9,-,-,-,-,-,-,-,-,-,..,..,..,2,2,2,1,-,-,-,-,-,-,-,-,1,..,..,-,-,-,21
22,Venereal diseases:,379,315,385,1328,1537,1537,20,10,9,-,1,-,5,16,12,4,2,6,105,59,84,48,45,67,30,30,28,23,16,20,66,74,61,78,62,74,22
23,"(a) Syphilis, primary",4,5,6,15,13,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,1,-,-,1,2,-,1,3,-,1,-,-,23
24,(b) '' secondary,2,3,3,9,3,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,2,-,-,-,2,-,-,-,-,24
25,(c) '' other,49,31,58,115,186,202,1,-,3,-,-,-,1,2,3,1,-,3,28,14,27,9,6,16,2,-,2,4,1,2,3,2,1,-,6,7,25
26,(d) Gonorrhoea,324,276,314,1189,1334,1282,19,10,5,-,1,-,4,14,11,3,2,3,77,44,60,39,39,53,27,30,26,16,13,19,62,67,58,77,56,66,26
27,(e) Other venereal diseases 8,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,27
28,Whooping cough,219,120,239,670,1607,782,27,5,1,16,9,-,1,2,3,-,2,-,88,64,70,52,55,51,2,-,23,11,11,6,5,9,8,17,13,30,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,47 (35),Measles,8145 (7082),"Poliomyelitis, acute",34 (23),"Poliomyelitis, without paralysis",XX (62),Smallpox,- (-),Undulant fever,19 (11),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",27 (19),Meningococcal infections,67 (84),"Poliomyelitis, with paralysis",82 (118),Scarlet fever (5),XX ((37),Typhoid fever,30 (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Of the 47 cases of diphtheria, 8 were in Texas, 5 in Florida, and 4 each in North Carolina, Alabama, and Mississippi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For the current week, Minnesota reported 7 cases of typhoid fever. Although the number is small, it is as many as was reported by the state for the entire year of 1955.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Arizona Commisioner of Health has reported a realtively high incidence of poliomyelitis  during the 4-week period ended January 27, 1956. Of the 15 cases reported, 9 had signs of bulbar involvement, 4 were spinal paralytic, and 2 were non-paralytic. Twelve occurred in one county. There was 1 fatal case in an 8-year old child.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
