DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",168,160,42,7769,35988,8774,..,..,..,140,88,..,26,67,31,-,1,1,-,-,-,1,3,1,1,1,1,-,-,-,..,..,..,-,-,-,7
8,Measles,1137,1382,974,37324,39478,42610,2,4,10,12,16,7,20,27,23,..,..,4,190,456,210,762,695,354,38,26,23,..,..,13,37,30,136,76,128,141,8
9,"Meningitis, meningococcal",8,2,4,165,156,154,-,-,-,..,..,..,2,-,-,-,-,-,-,1,-,-,1,1,1,-,-,2,-,-,..,..,..,3,-,-,9
10,Mumps,417,491,389,20091,18473,26448,-,1,-,8,21,1,3,-,13,..,..,..,45,101,84,259,260,196,21,24,18,..,..,17,..,..,17,81,84,58,10
11,"Poliomyelitis, epidemic: 4",2,5,17,70,131,131,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,2,8,-,1,-,-,-,-,-,-,4,1,2,4,11
12,(a) With paralysis,2,1,9,43,80,80,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,3,-,1,-,-,-,-,-,-,-,1,-,1,12
13,(b) Without paralysis,-,4,8,21,41,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,-,-,-,-,-,-,-,-,-,-,2,1,13
14,Rubella,968,1653,205,46899,16549,8357,1,1,-,..,..,..,38,32,5,..,..,..,152,481,12,497,586,62,1,4,-,..,..,8,19,19,32,260,530,31,14
15,"Scarlet fever, etc. 5 **",170,188,201,7858,5618,8666,1,2,3,7,16,1,34,19,6,-,-,2,16,54,57,85,78,48,3,2,6,3,1,21,10,6,20,11,10,30,15
16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",167,182,243,4425,4552,5122,10,12,8,1,1,-,1,6,1,3,5,17,54,50,91,24,18,28,6,8,12,-,-,16,28,40,25,40,42,32,17
18,(a) Pulmonary,134,148,192,3600,3683,4076,10,12,7,1,1,-,1,6,1,-,5,17,53,47,91,(6),(6),(6),6,7,12,-,-,11,26,34,23,37,36,30,18
19,(b) Non-pulmonary,9,16,13,263,297,248,-,-,-,-,-,-,-,-,-,3,-,-,1,3,1,(6),(6),(6),-,1,-,-,-,5,2,6,2,3,6,5,19
20,Typhoid and paratyphoid,11,10,7,196,123,221,2,-,-,-,-,-,-,-,-,-,1,-,5,3,5,1,2,1,-,-,-,-,1,-,-,-,-,3,3,-,20
21,Undulant fever,3,5,3,76,55,59,-,-,-,-,-,-,-,-,-,..,..,..,1,1,1,1,3,1,1,1,-,-,-,-,..,..,..,-,-,-,21
22,Venereal diseases:,282,327,297,7688,7977,8466,-,13,9,-,1,-,8,4,7,2,4,6,50,70,55,46,39,57,21,22,33,23,27,30,56,59,54,76,88,56,22
23,"(a) Syphilis, primary",2,1,5,49,57,104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,1,-,-,-,1,1,-,-,-,-,-,23
24,(b) '' secondary,1,-,3,22,18,65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,24
25,(c) '' other,36,22,50,922,1142,1339,-,-,-,-,-,-,-,1,2,-,-,1,19,11,18,5,8,12,-,-,1,4,-,2,2,1,3,6,1,2,25
26,(d) Gonorrhoea,242,304,234,6694,6747,6752,-,13,9,-,1,-,8,3,4,2,4,5,31,59,42,40,31,46,20,21,29,19,27,24,52,58,49,70,87,52,26
27,(e) Other venereal diseases 8,1,-,-,1,13,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,130,165,121,4387,6817,4239,-,-,-,39,19,-,3,-,2,-,2,-,54,86,43,10,10,28,8,8,6,-,9,3,5,17,17,11,14,22,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,17 (13),Measles,16735 (21422),"Meningitis, other",35 (29),"Poliomyelitis, with paralysis",94 (93),Smallpox,- (-),Undulant fever,24 (22),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",32 (36),Meningococcal infections,49 (56),"Poliomyelitis, acute",180 (180),"Poliomyelitis, without paralysis",55 (62),Typhoid fever,46 (47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Of the 46 cases of typhoid fever reported this week, 11 were in the West South Central states. Eight cases each were reported in the Middle Atlantic, East North Central, and West North Central states.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The number of cases (49) of meningococcal infections exceeds that (39) for the corresponding week of 1955 by 10. Of the total this week, 5 cases each were in Michigan and Illinois. Four cases each were reported in New York, Ohio, and Virginia. The cumulative total for the year to date in the country as a whole is 1632 compared with 2105 for the same period last year.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EPIDEMIC REPORTS: Whooping cough - Nfld. reports epidemic at Heart's Desire, T.B.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
