DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",1093,129,648,2556,13453,1895,..,..,..,32,49,..,72,32,211,-,1,2,-,-,-,27,46,110,2,1,4,-,-,-,..,..,..,960,-,73,7
8,Measles,1862,1947,1684,15603,14385,16338,5,1,10,13,3,1,59,65,84,-,-,2,782,521,341,802,1158,734,61,57,58,2,21,21,47,32,130,111,89,132,8
9,"Meningitis, meningococcal",7,9,8,62,65,57,1,4,-,..,..,..,-,-,-,2,-,-,-,1,1,3,4,2,-,-,1,-,-,-,..,..,..,1,-,-,9
10,Mumps,904,1102,1041,8305,7543,9667,-,-,2,11,6,3,3,5,28,-,-,1,220,226,236,412,683,417,37,47,43,7,..,87,..,..,48,214,135,175,10
11,"Poliomyelitis, epidemic: 4",-,5,2,25,32,32,-,-,-,-,-,-,-,1,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2,-,11
12,(a) With paralysis,-,3,1,14,25,25,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,12
13,(b) Without paralysis,-,2,1,6,4,4,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,13
14,Rubella,2072,1628,347,11831,3446,2350,-,5,-,..,..,..,35,60,13,..,..,..,1334,945,16,409,434,106,8,15,1,..,..,8,29,18,41,257,151,15,14
15,"Scarlet fever, etc. 5 **",402,342,555,2905,2119,3479,2,3,2,19,4,2,32,27,18,6,-,3,79,60,126,190,203,63,2,-,25,7,1,21,19,15,72,46,29,74,15
16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",203,155,212,1521,1504,1724,24,2,6,-,1,1,3,1,3,14,12,8,77,54,75,26,17,25,13,11,14,3,8,7,23,23,19,20,26,32,17
18,(a) Pulmonary,167,125,167,1261,1191,1404,24,2,6,-,1,1,3,1,3,14,12,8,72,53,75,(6),(6),(6),13,10,13,3,6,5,22,21,18,16,19,28,18
19,(b) Non-pulmonary,10,13,7,75,104,86,-,-,-,-,-,-,-,-,-,-,-,-,5,1,1,(6),(6),(6),-,1,-,-,2,1,1,2,..,4,7,2,19
20,Typhoid and paratyphoid,6,4,7,64,31,90,-,-,-,-,-,-,-,-,-,-,1,-,3,-,3,-,3,-,-,-,-,-,-,-,2,-,-,1,-,-,20
21,Undulant fever,1,4,5,29,13,20,-,-,-,-,-,-,-,-,-,..,..,..,1,4,3,-,-,-,-,-,-,-,-,-,..,..,..,-,-,-,21
22,Venereal diseases:,365,303,345,2992,3204,3213,7,8,11,1,-,-,8,11,16,4,3,5,109,60,89,73,45,67,42,33,22,20,13,23,50,54,47,51,76,60,22
23,"(a) Syphilis, primary",4,1,3,25,25,43,-,-,-,-,-,-,2,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,2,1,1,-,-,-,23
24,(b) '' secondary,-,1,3,12,5,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,24
25,(c) '' other,56,27,64,323,457,513,5,1,3,1,-,-,-,1,2,-,-,2,26,13,27,13,6,20,1,4,2,6,1,2,-,1,4,4,-,8,25
26,(d) Gonorrhoea,305,274,272,2632,2714,2601,2,7,8,-,-,-,6,10,9,4,3,3,83,47,60,60,39,43,41,29,20,14,12,18,48,51,42,47,76,52,26
27,(e) Other venereal diseases 8,-,-,1,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,197,143,140,1571,3390,1790,-,9,-,19,13,-,8,3,5,8,-,1,76,46,47,13,36,39,10,9,7,10,7,3,14,6,11,39,14,19,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,44 (45),Measles,17852 (15242),"Meningitis, other",35 (37),"Poliomyelitis, with paralysis",XX (XX),Smallpox,- (-),Undulant fever,22 (19),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",26 (18),Meningococcal infections,105 (65),"Poliomyelitis, acute",88 (53),"Poliomyelitis, without paralysis",XX (XX),Typhoid fever,25 (21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reported cases of diphtheria (383) since January 1 are slightly in excess of those for the same period of 1955 when there were 360. Froty-four cases were reported for the current week as compared with 28 for the same week last year. Fourteen of the 44 cases occurred in Indiana.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Odf the 567 cases of infectious hepatitis reported this week, 61 were in Montana. There were 27 cases in Iowa, 39 in California, and 30 in Texas. These and the 211 cases reported in the Middle Atlantic and East North Central States representes about two-thirds of the total cases reported for the current week.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIDEMIC REPORTS: Whooping cough - Nfld. reports epidemic at Little Bay and Spanish Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
