DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",84,92,26,8558,36375,8958,..,..,..,79,66,..,5,23,22,-,-,-,-,-,-,-,2,1,-,1,2,-,-,-,..,..,..,-,-,-,7
8,Measles,423,248,240,40633,43078,46789,4,-,2,-,-,2,30,13,12,..,..,..,172,59,57,118,125,40,3,10,9,7,..,9,18,14,54,71,27,33,8
9,"Meningitis, meningococcal",2,7,2,191,195,195,-,-,-,..,..,..,-,-,-,-,3,-,-,2,-,1,2,1,-,-,-,1,-,-,..,..,..,-,-,-,9
10,Mumps,134,131,116,21324,19605,27971,1,1,-,-,-,2,1,3,3,..,..,..,34,20,23,67,64,47,9,4,8,..,..,9,..,..,3,22,39,13,10
11,"Poliomyelitis, epidemic: 4",24,12,204,137,372,794,-,-,-,-,1,1,-,-,4,-,-,3,5,-,14,5,3,64,-,-,15,2,4,12,5,2,20,7,2,11,11
12,(a) With paralysis,8,5,71,75,206,299,-,-,-,-,-,1,-,-,4,-,-,-,3,-,14,3,2,16,-,-,9,1,1,3,-,-,1,1,2,5,12
13,(b) Without paralysis,15,6,121,52,143,341,-,-,-,-,1,-,-,-,-,-,-,3,2,-,1,2,1,48,-,-,6,-,2,5,5,2,7,6,-,8,13
14,Rubella,94,283,33,48870,17284,8920,-,5,-,..,..,..,2,2,1,..,..,..,41,181,4,25,43,6,-,2,-,..,..,2,12,14,10,14,36,10,14
15,"Scarlet fever, etc. 5 **",71,90,59,8659,6243,9306,-,1,1,12,14,3,26,23,8,-,-,1,6,6,16,16,25,9,2,1,3,-,5,7,3,8,6,6,7,8,15
16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",176,163,226,5689,6040,6534,10,10,14,2,1,1,1,1,2,13,13,6,48,51,105,26,19,17,25,26,23,22,1,11,-,13,11,29,28,28,17
18,(a) Pulmonary,138,130,190,4650,4932,5246,10,10,13,2,-,-,1,1,2,11,9,6,47,50,102,(6),(6),(6),25,23,23,15,-,10,-,11,11,27,26,24,18
19,(b) Non-pulmonary,12,14,11,346,398,326,-,-,-,-,1,-,-,-,-,2,4,-,1,1,3,(6),(6),(6),-,3,-,7,1,3,..,2,..,2,2,3,19
20,Typhoid and paratyphoid,10,13,16,257,184,265,-,-,-,-,-,-,-,-,-,-,-,-,10,11,13,-,-,1,-,-,-,-,-,-,-,2,-,-,-,1,20
21,Undulant fever,2,13,6,97,74,78,-,-,-,-,-,-,-,-,-,..,..,..,1,11,5,1,2,2,-,-,-,-,-,-,..,..,..,-,-,-,21
22,Venereal diseases:,334,348,359,9858,10370,10525,5,10,9,-,-,-,9,6,10,4,6,6,99,58,95,60,34,68,21,25,25,39,29,31,50,62,50,47,118,57,22
23,"(a) Syphilis, primary",3,-,3,62,65,129,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,1,-,-,-,-,-,1,-,-,-,-,-,23
24,(b) '' secondary,1,2,2,28,24,73,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,24
25,(c) '' other,23,27,52,1130,1487,1487,-,1,1,-,-,-,1,-,1,-,-,1,13,14,22,6,3,14,-,2,2,1,3,1,1,3,1,1,1,4,25
26,(d) Gonorrhoea,307,319,311,8636,8780,8826,5,9,8,-,-,-,8,6,9,3,6,5,86,43,80,53,31,51,20,23,24,38,26,29,48,58,50,46,117,54,26
27,(e) Other venereal diseases 8,-,-,1,2,14,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,136,165,284,5220,8332,5045,1,-,-,4,8,-,-,1,5,-,-,1,87,66,86,19,11,52,4,6,7,10,6,8,9,29,15,2,38,13,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,8 (14),Measles,1932 (2846),"Meningitis, other",37 (17),"Poliomyelitis, with paralysis",360 (331),Smallpox,- (-),Undulant fever,27 (29),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",54 (58),Meningococcal infections,31 (32),"Poliomyelitis, acute",883 (759),"Poliomyelitis, without paralysis",376 (298),Typhoid fever,45 (39),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
