DOMINION BUREAU OF STATISTICS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
7,"Influenza, epidemic",79,121,43,10002,37530,9605,..,..,..,61,57,-,17,60,33,..,..,..,-,-,-,1,2,3,-,2,2,-,-,-,..,..,..,-,-,2,7
8,Measles,687,724,607,45612,48540,50119,-,-,3,..,..,..,11,1,50,..,..,..,183,179,121,207,362,140,22,21,28,39,..,12,62,43,39,163,118,63,8
9,"Meningitis, meningococcal",4,5,6,258,265,255,1,3,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,-,-,-,1,-,1,..,..,..,-,-,1,9
10,Mumps,383,368,412,23883,22724,30846,-,-,-,..,..,1,5,18,3,..,..,1,91,41,72,160,208,225,19,11,17,..,..,6,..,..,1,108,90,59,10
11,"Poliomyelitis, epidemic: 4",11,19,51,525,952,2446,-,-,-,-,-,-,-,-,2,-,-,-,2,5,7,4,6,6,3,1,4,-,-,8,2,5,11,-,2,5,11
12,(a) With paralysis,4,10,24,295,507,1073,-,-,-,-,-,-,-,-,2,-,-,-,1,1,4,1,2,5,1,1,4,-,-,2,1,5,-,-,1,4,12
13,(b) Without paralysis,6,6,11,186,358,1270,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,4,1,2,-,1,-,-,3,1,-,-,-,1,2,13
14,Rubella,126,239,75,50313,18164,9477,-,-,-,..,..,..,-,2,8,..,..,..,19,116,5,31,44,18,-,-,-,..,..,1,31,27,8,45,50,12,14
15,"Scarlet fever, etc. 5 **",134,132,274,10192,7780,11374,4,8,4,23,9,8,10,24,16,2,-,2,16,27,74,33,32,46,1,1,13,5,-,10,21,15,22,19,16,33,15
16,Smallpox,-,-,-,-,-,-,-,-,-,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",173,218,153,7839,8873,9108,4,9,3,-,2,-,1,2,1,10,8,7,29,77,39,27,35,24,23,15,13,7,5,9,22,32,12,50,33,21,17
18,(a) Pulmonary,143,177,111,6398,7036,7404,4,9,2,-,1,-,1,2,1,10,8,7,28,76,38,(6),(6),(6),23,15,13,6,5,6,21,31,11,50,30,21,18
19,(b) Non-pulmonary,3,6,5,455,517,481,-,-,-,-,1,-,-,-,-,-,-,-,1,1,1,(6),(6),(6),-,-,-,1,-,-,1,1,-,-,3,1,19
20,Typhoid and paratyphoid,6,12,7,400,345,420,1,-,-,-,-,-,-,-,-,-,-,-,4,10,3,1,2,1,-,-,-,-,-,-,-,-,1,-,-,1,20
21,Undulant fever,2,5,2,125,109,115,-,-,-,-,-,-,-,-,-,-,-,-,2,4,..,-,1,1,-,-,-,-,-,-,..,..,..,-,-,-,21
22,Venereal diseases:,386,379,319,14582,14537,15738,22,13,8,1,2,-,13,9,8,3,4,1,56,94,106,66,55,53,40,34,23,43,35,21,57,71,48,85,62,39,22
23,"(a) Syphilis, primary",2,2,3,97,105,181,-,-,-,-,-,-,-,-,-,1,-,-,-,2,2,-,-,1,-,-,-,1,-,-,-,-,1,-,-,-,23
24,(b) '' secondary,1,1,3,46,42,93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,24
25,(c) '' other,42,50,57,2005,1984,2228,-,-,2,-,-,-,-,1,3,1,-,-,22,30,25,11,11,9,1,3,1,1,2,2,-,-,3,6,3,7,25
26,(d) Gonorrhoea,340,326,259,12424,12387,12614,22,13,5,1,2,-,13,8,5,1,4,1,34,62,78,55,44,41,39,31,22,40,32,19,56,71,45,79,59,32,26
27,(e) Other venereal diseases 8,1,-,-,10,19,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,27
28,Whooping cough,198,137,211,7422,12172,8053,-,-,-,-,-,-,-,-,5,-,-,1,112,62,67,53,33,59,1,8,7,19,10,8,9,15,20,4,9,15,28
"(1) Figures adjusted for delayed reports. (2) Exclusive of Yukon and Northwest Territories. (3) Total accumulated to the end of the current week from the first week ending in January of the year stated. (4) Includes cases where type was not specified. (5) Scarlet fever includes cases of streptococcal sore throat. (6) Type not specified. (7) Includes chancroid, granuloma inguinale and lymphogranuloma venereum.   .. Not reportable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE SITUATION IN THE UNITED STATES (Source: ""MORBIDITY AND MORTALITY-WEEKLY REPORT"", U.S. National Office of Vital Statistics): Number of reported cases for the current week (previous week in parentheses):",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria,42 (57),Measles,1729 (1673),"Meningitis, other",36 (40),"Poliomyelitis, with paralysis",142 (117),Smallpox,- (-),Undulant fever,17 (16),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Encephalitis, infectious",31 (71),Meningococcal infections,56 (59),"Poliomyelitis, acute",262 (297),"Poliomyelitis, without paralysis",78 (107),Typhoid fever,21 (27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Of the 42 cases of diphtheria reported this week, there were 6 each in Florida and Michigan; 4 each in Alabam and North Carolina; and 3 each in Georgia, Indiana, and Texas. The remainder was in 8 scattered states.
Fewer cases (21) of typhoid fever were reported this week than for any week since the last of March. Of the total, 4 were in Texas, 3 in Tennessee, 2 each in Georgia, Kentucky, and Louisiana and single cases in 8 states.

EPIDEMIC REPORTS: Measles - Nfld. reports epidemic at St. John's.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENTERED BY: Gabrielle MacKinnon on June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
