file_name,row_index,col_index,AWS_Value,Manual_Value,Equal,Equal_No_Commas_No_Spaces,Equal_Shifted,Only_Numbers_Equal_Or_Shifted,Any_Equality,Confidence_Value,Lev_Dist,Lev_Sim
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,0,27,....,..,False,False,False,False,False,,2,0.5
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,0,30,...,..,False,False,False,False,False,,1,0.6666666666666667
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,0,31,...,..,False,False,False,False,False,,1,0.6666666666666667
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,2,15,...,..,False,False,False,False,False,,1,0.6666666666666667
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,2,16,...,..,False,False,False,False,False,,1,0.6666666666666667
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,2,17,,..,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,3,15,...,..,False,False,False,False,False,,1,0.6666666666666667
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,3,16,,..,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,3,17,...,..,False,False,False,False,False,,1,0.6666666666666667
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,3,18,...,..,False,False,False,False,False,,1,0.6666666666666667
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,4,15,A.P,..,False,False,False,False,False,,2,0.33333333333333337
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,4,16,...,..,False,False,False,False,False,,1,0.6666666666666667
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,4,17,P...,..,False,False,False,False,False,,2,0.5
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,4,20,.A,..,False,False,False,False,False,,1,0.5
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,5,9,-,..,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,5,10,,..,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,5,11,,..,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,5,18,-,..,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,5,19,,..,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,5,20,A.P,..,False,False,False,False,False,,2,0.33333333333333337
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,5,21,...,..,False,False,False,False,False,,1,0.6666666666666667
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,5,22,,..,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,5,23,,..,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,5,36,-,6,False,False,False,False,False,,1,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,6,6,32,..,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,6,7,,..,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,6,8,,..,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,6,11,104,..,False,False,False,False,False,,3,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,6,30,-,..,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,6,31,A.A,..,False,False,False,False,False,,2,0.33333333333333337
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,6,32,,..,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,6,35,5,-,False,False,False,False,False,,1,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,6,36,I,7,False,False,False,False,False,,1,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,8,9,-,..,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,8,10,A...,..,False,False,False,False,False,,2,0.5
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,8,11,,..,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,8,30,-,..,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,8,31,P.A,..,False,False,False,False,False,,2,0.33333333333333337
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,8,32,A.V.,..,False,False,False,False,False,,2,0.5
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,8,36,-,9,False,False,False,False,False,,1,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,9,27,....,..,False,False,False,False,False,,2,0.5
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,9,28,,..,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,9,30,..A,..,False,False,False,False,False,,1,0.6666666666666667
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,9,31,,..,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,10,36,-,11,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,13,9,...,..,False,False,False,False,False,,1,0.6666666666666667
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,13,10,...,..,False,False,False,False,False,,1,0.6666666666666667
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,13,11,...,..,False,False,False,False,False,,1,0.6666666666666667
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,13,15,....,..,False,False,False,False,False,,2,0.5
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,13,16,...,..,False,False,False,False,False,,1,0.6666666666666667
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,13,17,...,..,False,False,False,False,False,,1,0.6666666666666667
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,13,27,:,..,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,13,28,:,..,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,17,24,1,-,False,False,False,False,False,,1,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,18,30,R.A,..,False,False,False,False,False,,2,0.33333333333333337
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,18,31,...,..,False,False,False,False,False,,1,0.6666666666666667
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,19,21,1,-,False,False,False,False,False,,1,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,20,14,,-,False,False,False,False,False,,1,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,20,15,,..,False,False,False,False,False,,2,0.0
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,20,16,..A,..,False,False,False,False,False,,1,0.6666666666666667
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,20,17,A.O.,..,False,False,False,False,False,,2,0.5
cdi_ca_1956_wk_prov_dbs_Part1_tables.csv,20,20,...,..,False,False,False,False,False,,1,0.6666666666666667
